Period,CompanyKey,ProjectKey,Project,CostCenterKey,CAPEXType,ApprovalStatus,BudgetCAPEXVND,ActualCAPEXVND,ForecastCAPEXVND,CommittedCAPEXVND,AssetCostVND,InServicePeriod,UsefulLifeMonths,DepreciationVND,ExpectedAnnualContributionVND,PaybackMonths,CashPaymentVND,BudgetVarianceVND,ForecastVarianceVND,Stage,Decision,EvidenceClass,SourceSystem
2023-08,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-08,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-08,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-08,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-08,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2023-09,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-09,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-09,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-09,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-09,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-09,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2023-10,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-10,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-10,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-10,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-10,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-10,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2023-11,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-11,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-11,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-11,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-11,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-11,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2023-12,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-12,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-12,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-12,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-12,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2023-12,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-01,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-01,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-01,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-01,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-01,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-01,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-02,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-02,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-02,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-02,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-02,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-02,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-03,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-03,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-03,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-03,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-03,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-03,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-04,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-04,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-04,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-04,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-04,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-04,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-05,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-05,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-05,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-05,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-05,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-05,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-06,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-06,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-06,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-06,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-06,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-06,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-07,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-07,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-07,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-07,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-07,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-07,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-08,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-08,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-08,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-08,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-08,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-08,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-09,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-09,VN,P-002,CRM upgrade,CC-MKT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,14,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-09,VN,P-003,Line extension,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,24,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-09,VN,P-004,Data platform,CC-IT,Growth,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,20,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-09,VN,P-005,Fleet refresh,CC-SALES,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,16,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
2024-09,VN,P-006,Energy retrofit,CC-OPS,Growth,PENDING,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,22,0.0,0.0,0.0,Pipeline,Review,SIMULATED,synthetic_capex
2024-10,VN,P-001,Warehouse automation,CC-OPS,Productivity,APPROVED,0.0,0.0,0.0,0.0,0.0,,60,0.0,0.0,18,0.0,0.0,0.0,Pipeline,Proceed,SIMULATED,synthetic_capex
