SnapshotDate,TargetMonth,SKUKey,ChannelKey,ScenarioKey,ForecastVersionKey,ForecastUnits,ForecastRevenueVND,ForecastCOGSVND,ForecastTradeSpendVND,ForecastOPEXVND,Status,Approved,ActualAvailabilityDate,Eligibility,EvidenceClass,WorkingCapitalDaysDelta
2022-12-01,2023-01-01,SKU007,CH01,UPSIDE,FV_UPSIDE_202301,6420,140867640.0,108050745.01,3418579.23,22578318.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU007,CH01,DOWNSIDE,FV_DOWNSIDE_202301,5760,126385920.0,115465992.22,3486950.81,24882228.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU008,CH01,BASE,FV_BASE_202301,5150,122827500.0,94347959.94,3096539.16,20868750.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU008,CH01,UPSIDE,FV_UPSIDE_202301,5350,127597500.0,92533576.09,3096539.16,20451375.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU008,CH01,DOWNSIDE,FV_DOWNSIDE_202301,4800,114480000.0,98883919.55,3158469.94,22538250.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU009,CH01,BASE,FV_BASE_202301,6180,123810120.0,106076137.12,3121311.48,21035700.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU009,CH01,UPSIDE,FV_UPSIDE_202301,6420,128618280.0,104036211.4,3121311.48,20614986.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU009,CH01,DOWNSIDE,FV_DOWNSIDE_202301,5760,115395840.0,111175951.4,3183737.71,22718556.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU010,CH01,BASE,FV_BASE_202301,5150,117914400.0,87090424.56,2972677.6,20034000.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU010,CH01,UPSIDE,FV_UPSIDE_202301,5350,122493600.0,85415608.71,2972677.6,19633320.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU010,CH01,DOWNSIDE,FV_DOWNSIDE_202301,4800,109900800.0,91277464.21,3032131.15,21636720.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU011,CH01,BASE,FV_BASE_202301,3090,103175100.0,45722472.9,2601092.9,17529750.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU011,CH01,UPSIDE,FV_UPSIDE_202301,3210,107181900.0,44843194.58,2601092.9,17179155.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU011,CH01,DOWNSIDE,FV_DOWNSIDE_202301,2880,96163200.0,47920668.71,2653114.76,18932130.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU012,CH01,BASE,FV_BASE_202301,4120,113983920.0,65666180.13,2873588.34,19366200.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU012,CH01,UPSIDE,FV_UPSIDE_202301,4280,118410480.0,64403368.98,2873588.34,18978876.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU012,CH01,DOWNSIDE,FV_DOWNSIDE_202301,3840,106237440.0,68823208.02,2931060.11,20915496.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU001,CH02,BASE,FV_BASE_202301,5150,152306100.0,90188078.09,5762705.31,25877250.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU001,CH02,UPSIDE,FV_UPSIDE_202301,5350,158220900.0,88453691.98,5762705.31,25359705.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU001,CH02,DOWNSIDE,FV_DOWNSIDE_202301,4800,141955200.0,94524043.39,5877959.42,27947430.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU002,CH02,BASE,FV_BASE_202301,3090,106122960.0,56556652.84,4015304.35,18030600.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU002,CH02,UPSIDE,FV_UPSIDE_202301,3210,110244240.0,55469024.9,4015304.35,17669988.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU002,CH02,DOWNSIDE,FV_DOWNSIDE_202301,2880,98910720.0,59275722.69,4095610.44,19473048.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU003,CH02,BASE,FV_BASE_202301,3090,94331520.0,53065501.43,3569159.42,16027200.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU003,CH02,UPSIDE,FV_UPSIDE_202301,3210,97994880.0,52045011.02,3569159.42,15706656.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU003,CH02,DOWNSIDE,FV_DOWNSIDE_202301,2880,87920640.0,55616727.46,3640542.61,17309376.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU004,CH02,BASE,FV_BASE_202301,4120,110053440.0,71684975.62,4164019.32,18698400.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU004,CH02,UPSIDE,FV_UPSIDE_202301,4280,114327360.0,70306418.39,4164019.32,18324432.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU004,CH02,DOWNSIDE,FV_DOWNSIDE_202301,3840,102574080.0,75131368.68,4247299.71,20194272.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU005,CH02,BASE,FV_BASE_202301,4120,106122960.0,72266834.18,4015304.35,18030600.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU005,CH02,UPSIDE,FV_UPSIDE_202301,4280,110244240.0,70877087.37,4015304.35,17669988.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU005,CH02,DOWNSIDE,FV_DOWNSIDE_202301,3840,98910720.0,75741201.21,4095610.44,19473048.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU006,CH02,BASE,FV_BASE_202301,3090,88435800.0,54985634.7,3346086.96,15025500.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU006,CH02,UPSIDE,FV_UPSIDE_202301,3210,91870200.0,53928218.65,3346086.96,14724990.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU006,CH02,DOWNSIDE,FV_DOWNSIDE_202301,2880,82425600.0,57629174.83,3413008.7,16227540.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU007,CH02,BASE,FV_BASE_202301,5150,113001300.0,92006386.12,4275555.56,19199250.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU007,CH02,UPSIDE,FV_UPSIDE_202301,5350,117389700.0,90237032.54,4275555.56,18815265.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU007,CH02,DOWNSIDE,FV_DOWNSIDE_202301,4800,105321600.0,96429770.07,4361066.67,20735190.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU008,CH02,BASE,FV_BASE_202301,4120,98262000.0,75641613.88,3717874.4,16695000.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU008,CH02,UPSIDE,FV_UPSIDE_202301,4280,102078000.0,74186967.46,3717874.4,16361100.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU008,CH02,DOWNSIDE,FV_DOWNSIDE_202301,3840,91584000.0,79278229.93,3792231.89,18030600.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU009,CH02,BASE,FV_BASE_202301,5150,103175100.0,88587967.03,3903768.12,17529750.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU009,CH02,UPSIDE,FV_UPSIDE_202301,5350,107181900.0,86884352.28,3903768.12,17179155.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU009,CH02,DOWNSIDE,FV_DOWNSIDE_202301,4800,96163200.0,92847003.91,3981843.48,18932130.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU010,CH02,BASE,FV_BASE_202301,4120,94331520.0,69823028.19,3569159.42,16027200.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU010,CH02,UPSIDE,FV_UPSIDE_202301,4280,97994880.0,68480277.65,3569159.42,15706656.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU010,CH02,DOWNSIDE,FV_DOWNSIDE_202301,3840,87920640.0,73179904.55,3640542.61,17309376.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU011,CH02,BASE,FV_BASE_202301,2060,68783400.0,30547574.83,2602512.08,11686500.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU011,CH02,UPSIDE,FV_UPSIDE_202301,2140,71454600.0,29960121.47,2602512.08,11452770.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU011,CH02,DOWNSIDE,FV_DOWNSIDE_202301,1920,64108800.0,32016208.24,2654562.32,12621420.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU012,CH02,BASE,FV_BASE_202301,3090,85487940.0,49356153.07,3234550.72,14524650.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU012,CH02,UPSIDE,FV_UPSIDE_202301,3210,88807860.0,48406996.28,3234550.72,14234157.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU012,CH02,DOWNSIDE,FV_DOWNSIDE_202301,2880,79678080.0,51729045.04,3299241.73,15686622.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU001,CH03,BASE,FV_BASE_202301,3090,88988910.0,59258702.9,2431961.26,15119475.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU001,CH03,UPSIDE,FV_UPSIDE_202301,3210,92444790.0,58119112.46,2431961.26,14817085.5,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU001,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,82941120.0,62107679.0,2480600.49,16329033.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU002,CH03,BASE,FV_BASE_202301,2060,68894640.0,41289934.92,1882808.72,11705400.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU002,CH03,UPSIDE,FV_UPSIDE_202301,2140,71570160.0,40495897.71,1882808.72,11471292.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU002,CH03,DOWNSIDE,FV_DOWNSIDE_202301,1920,64212480.0,43275027.95,1920464.89,12641832.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU003,CH03,BASE,FV_BASE_202301,2060,61239680.0,38741173.5,1673607.75,10404800.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU003,CH03,UPSIDE,FV_UPSIDE_202301,2140,63617920.0,37996150.94,1673607.75,10196704.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU003,CH03,DOWNSIDE,FV_DOWNSIDE_202301,1920,57077760.0,40603729.92,1707079.91,11237184.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU004,CH03,BASE,FV_BASE_202301,3090,80377080.0,58876388.69,2196610.17,13656300.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU004,CH03,UPSIDE,FV_UPSIDE_202301,3210,83498520.0,57744150.44,2196610.17,13383174.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU004,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,74914560.0,61706984.3,2240542.37,14748804.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU005,CH03,BASE,FV_BASE_202301,3090,77506470.0,59354281.45,2118159.81,13168575.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU005,CH03,UPSIDE,FV_UPSIDE_202301,3210,80516430.0,58212852.96,2118159.81,12905203.5,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU005,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,72239040.0,62207852.67,2160523.01,14222061.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU006,CH03,BASE,FV_BASE_202301,2060,57412200.0,40142992.28,1569007.26,9754500.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU006,CH03,UPSIDE,FV_UPSIDE_202301,2140,59641800.0,39371011.66,1569007.26,9559410.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU006,CH03,DOWNSIDE,FV_DOWNSIDE_202301,1920,53510400.0,42072943.83,1600387.41,10534860.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU007,CH03,BASE,FV_BASE_202301,3090,66024030.0,60453434.81,1804358.35,11217675.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU007,CH03,UPSIDE,FV_UPSIDE_202301,3210,68588070.0,59290868.75,1804358.35,10993321.5,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU007,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,61536960.0,63359849.94,1840445.52,12115089.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU008,CH03,BASE,FV_BASE_202301,3090,71765250.0,62126059.49,1961259.08,12193125.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU008,CH03,UPSIDE,FV_UPSIDE_202301,3210,74552250.0,60931327.57,1961259.08,11949262.5,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU008,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,66888000.0,65112889.27,2000484.26,13168575.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU009,CH03,BASE,FV_BASE_202301,3090,60282810.0,58207338.81,1647457.63,10242225.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU009,CH03,UPSIDE,FV_UPSIDE_202301,3210,62623890.0,57087966.91,1647457.63,10037380.5,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU009,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,56185920.0,61005768.56,1680406.78,11061603.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU010,CH03,BASE,FV_BASE_202301,3090,68894640.0,57347131.84,1882808.72,11705400.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU010,CH03,UPSIDE,FV_UPSIDE_202301,3210,71570160.0,56244302.38,1882808.72,11471292.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU010,CH03,DOWNSIDE,FV_DOWNSIDE_202301,2880,64212480.0,60104205.48,1920464.89,12641832.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU011,CH03,BASE,FV_BASE_202301,1030,33490450.0,16726246.78,915254.24,5690125.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU011,CH03,UPSIDE,FV_UPSIDE_202301,1070,34791050.0,16404588.19,915254.24,5576322.5,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU011,CH03,DOWNSIDE,FV_DOWNSIDE_202301,960,31214400.0,17530393.26,933559.32,6145335.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU012,CH03,BASE,FV_BASE_202301,2060,55498460.0,36033114.53,1516707.02,9429350.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU012,CH03,UPSIDE,FV_UPSIDE_202301,2140,57653740.0,35340170.02,1516707.02,9240763.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU012,CH03,DOWNSIDE,FV_DOWNSIDE_202301,1920,51726720.0,37765475.81,1547041.16,10183698.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU001,CH04,BASE,FV_BASE_202301,2060,60156120.0,36717049.51,1586353.94,10220700.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU001,CH04,UPSIDE,FV_UPSIDE_202301,2140,62492280.0,36010952.41,1586353.94,10016286.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU001,CH04,DOWNSIDE,FV_DOWNSIDE_202301,1920,56067840.0,38482292.28,1618081.02,11038356.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU002,CH04,BASE,FV_BASE_202301,1030,34929360.0,19187619.42,921108.74,5934600.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU002,CH04,UPSIDE,FV_UPSIDE_202301,1070,36285840.0,18818626.74,921108.74,5815908.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU002,CH04,DOWNSIDE,FV_DOWNSIDE_202301,960,32555520.0,20110101.13,939530.91,6409368.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU003,CH04,BASE,FV_BASE_202301,1030,31048320.0,18003198.47,818763.33,5275200.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU003,CH04,UPSIDE,FV_UPSIDE_202301,1070,32254080.0,17656983.12,818763.33,5169696.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU003,CH04,DOWNSIDE,FV_DOWNSIDE_202301,960,28938240.0,18868736.86,835138.6,5697216.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU004,CH04,BASE,FV_BASE_202301,2060,54334560.0,36480165.32,1432835.82,9231600.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU004,CH04,UPSIDE,FV_UPSIDE_202301,2140,56444640.0,35778623.68,1432835.82,9046968.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU004,CH04,DOWNSIDE,FV_DOWNSIDE_202301,1920,50641920.0,38234019.42,1461492.54,9970128.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU005,CH04,BASE,FV_BASE_202301,1030,26197020.0,18388135.28,690831.56,4450950.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU005,CH04,UPSIDE,FV_UPSIDE_202301,1070,27214380.0,18034517.3,690831.56,4361931.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU005,CH04,DOWNSIDE,FV_DOWNSIDE_202301,960,24416640.0,19272180.25,704648.19,4807026.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU006,CH04,BASE,FV_BASE_202301,1030,29107800.0,18654629.99,767590.62,4945500.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU006,CH04,UPSIDE,FV_UPSIDE_202301,1070,30238200.0,18295887.1,767590.62,4846590.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU006,CH04,DOWNSIDE,FV_DOWNSIDE_202301,960,27129600.0,19551487.2,782942.43,5341140.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU007,CH04,BASE,FV_BASE_202301,2060,44631960.0,37457312.61,1176972.28,7583100.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU007,CH04,UPSIDE,FV_UPSIDE_202301,2140,46365240.0,36736979.67,1176972.28,7431438.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU007,CH04,DOWNSIDE,FV_DOWNSIDE_202301,1920,41598720.0,39258144.95,1200511.73,8189748.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU008,CH04,BASE,FV_BASE_202301,2060,48513000.0,38493680.94,1279317.7,8242500.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU008,CH04,UPSIDE,FV_UPSIDE_202301,2140,50397000.0,37753417.84,1279317.7,8077650.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU008,CH04,DOWNSIDE,FV_DOWNSIDE_202301,1920,45216000.0,40344338.68,1304904.05,8901900.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU009,CH04,BASE,FV_BASE_202301,2060,40750920.0,36065617.98,1074626.87,6923700.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU009,CH04,UPSIDE,FV_UPSIDE_202301,2140,42333480.0,35372048.41,1074626.87,6785226.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU009,CH04,DOWNSIDE,FV_DOWNSIDE_202301,1920,37981440.0,37799541.92,1096119.41,7477596.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU010,CH04,BASE,FV_BASE_202301,1030,23286240.0,17766314.28,614072.49,3956400.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU010,CH04,UPSIDE,FV_UPSIDE_202301,1070,24190560.0,17424654.39,614072.49,3877272.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
2022-12-01,2023-01-01,SKU010,CH04,DOWNSIDE,FV_DOWNSIDE_202301,960,21703680.0,18620464.01,626353.94,4272912.0,FROZEN,true,2023-02-01,true,ASSUMPTION,14
2022-12-01,2023-01-01,SKU011,CH04,BASE,FV_BASE_202301,1030,33959100.0,15545525.0,895522.39,5769750.0,FROZEN,true,2023-02-01,true,ASSUMPTION,0
2022-12-01,2023-01-01,SKU011,CH04,UPSIDE,FV_UPSIDE_202301,1070,35277900.0,15246572.59,895522.39,5654355.0,FROZEN,true,2023-02-01,true,ASSUMPTION,-6
