MonthStart,SKUKey,OpeningInventoryVND,ReceiptsVND,COGSFlowVND,ClosingInventoryVND,InventoryValueVND,DIOProxyDays,SlowMovingFlag,EvidenceClass
2023-03-01,SKU003,267353452.8,30018546.46,207468836.69,290456371.37,290456371.37,42,false,SIMULATED
2023-03-01,SKU004,418914424.25,33004472.3,315292253.41,441409154.77,441409154.77,42,false,SIMULATED
2023-03-01,SKU005,373259217.3,5903047.67,264531812.77,370344537.88,370344537.88,42,false,SIMULATED
2023-03-01,SKU006,277027426.42,5053988.48,196800987.14,275521382.0,275521382.0,42,false,SIMULATED
2023-03-01,SKU007,454702183.81,60819353.57,359666188.87,503532664.42,503532664.42,42,false,SIMULATED
2023-03-01,SKU008,416385718.43,8188971.83,296214900.18,414700860.25,414700860.25,42,false,SIMULATED
2023-03-01,SKU009,437808110.57,8975343.98,311709386.89,436393141.65,436393141.65,42,false,SIMULATED
2023-03-01,SKU010,360636924.91,5703427.68,255586292.51,357820809.51,357820809.51,42,false,SIMULATED
2023-03-01,SKU011,167282393.35,25553013.27,134536330.2,188350862.28,188350862.28,42,false,SIMULATED
2023-03-01,SKU012,248665094.64,4536556.35,176652314.64,247313240.5,247313240.5,42,false,SIMULATED
2023-04-01,SKU001,493581425.99,11496059.19,352379640.82,493331497.15,493331497.15,42,false,SIMULATED
2023-04-01,SKU002,386446474.32,9998781.4,276589713.29,387225598.61,387225598.61,42,false,SIMULATED
2023-04-01,SKU003,290456371.37,7455802.73,207845702.86,290983984.0,290983984.0,42,false,SIMULATED
2023-04-01,SKU004,441409154.77,10578318.96,315340097.95,441476137.13,441476137.13,42,false,SIMULATED
2023-04-01,SKU005,370344537.88,35108226.24,282874021.48,396023630.07,396023630.07,42,false,SIMULATED
2023-04-01,SKU006,275521382.0,6556078.71,196798228.4,275517519.76,275517519.76,42,false,SIMULATED
2023-04-01,SKU007,503532664.42,11727834.56,359484069.06,503277696.68,503277696.68,42,false,SIMULATED
2023-04-01,SKU008,414700860.25,35638639.38,314190348.58,439866488.01,439866488.01,42,false,SIMULATED
2023-04-01,SKU009,436393141.65,59723291.38,346127743.97,484578841.56,484578841.56,42,false,SIMULATED
2023-04-01,SKU010,357820809.51,9258130.97,256101586.38,358542220.93,358542220.93,42,false,SIMULATED
2023-04-01,SKU011,188350862.28,4271167.33,134387462.52,188142447.53,188142447.53,42,false,SIMULATED
2023-04-01,SKU012,247313240.5,5884861.1,176649838.33,247309773.66,247309773.66,42,false,SIMULATED
2023-05-01,SKU001,493331497.15,8269380.01,349954100.34,489935740.48,489935740.48,42,false,SIMULATED
2023-05-01,SKU002,387225598.61,6490176.14,274685424.24,384559593.94,384559593.94,42,false,SIMULATED
2023-05-01,SKU003,290983984.0,4818456.11,206373795.43,288923313.6,288923313.6,42,false,SIMULATED
2023-05-01,SKU004,441476137.13,7311226.35,313107462.89,438350448.05,438350448.05,42,false,SIMULATED
2023-05-01,SKU005,396023630.07,6607657.3,280905549.33,393267769.06,393267769.06,42,false,SIMULATED
2023-05-01,SKU006,275517519.76,4588363.61,195422709.33,273591793.06,273591793.06,42,false,SIMULATED
2023-05-01,SKU007,503277696.68,8436101.39,357009626.56,499813477.18,499813477.18,42,false,SIMULATED
2023-05-01,SKU008,439866488.01,7310613.74,311984024.48,436777634.27,436777634.27,42,false,SIMULATED
2023-05-01,SKU009,484578841.56,8122665.2,343745237.27,481243332.18,481243332.18,42,false,SIMULATED
2023-05-01,SKU010,358542220.93,6009422.37,254338355.79,356073698.11,356073698.11,42,false,SIMULATED
2023-05-01,SKU011,188142447.53,3178661.23,133479843.32,186871780.65,186871780.65,42,false,SIMULATED
2023-05-01,SKU012,247309773.66,4118602.64,175415146.26,245581204.76,245581204.76,42,false,SIMULATED
2023-06-01,SKU001,489935740.48,12980301.18,350871656.97,491220319.76,491220319.76,42,false,SIMULATED
2023-06-01,SKU002,384559593.94,10187854.56,275405196.63,385567275.28,385567275.28,42,false,SIMULATED
2023-06-01,SKU003,288923313.6,7595575.92,206873643.85,289623101.39,289623101.39,42,false,SIMULATED
2023-06-01,SKU004,438350448.05,11524646.53,313866345.06,439412883.08,439412883.08,42,false,SIMULATED
2023-06-01,SKU005,393267769.06,10388566.2,281620699.02,394268978.63,394268978.63,42,false,SIMULATED
2023-06-01,SKU006,273591793.06,7218553.0,195914194.93,274279872.9,274279872.9,42,false,SIMULATED
2023-06-01,SKU007,499813477.18,13242000.81,357945682.32,501123955.25,501123955.25,42,false,SIMULATED
2023-06-01,SKU008,436777634.27,11509352.02,312758362.53,437861707.54,437861707.54,42,false,SIMULATED
2023-06-01,SKU009,481243332.18,12750005.53,344646514.68,482505120.55,482505120.55,42,false,SIMULATED
2023-06-01,SKU010,356073698.11,9433198.65,255004811.69,357006736.37,357006736.37,42,false,SIMULATED
2023-06-01,SKU011,186871780.65,4975923.22,133847235.26,187386129.36,187386129.36,42,false,SIMULATED
2023-06-01,SKU012,245581204.76,6479510.62,175856313.06,246198838.28,246198838.28,42,false,SIMULATED
2023-07-01,SKU001,491220319.76,12898589.9,351710867.21,492395214.09,492395214.09,42,false,SIMULATED
2023-07-01,SKU002,385567275.28,10123701.9,276063472.45,386488861.43,386488861.43,42,false,SIMULATED
2023-07-01,SKU003,289623101.39,7545871.65,207327190.49,290258066.69,290258066.69,42,false,SIMULATED
2023-07-01,SKU004,439412883.08,11449254.96,314554980.03,440376972.04,440376972.04,42,false,SIMULATED
2023-07-01,SKU005,394268978.63,10322191.04,282272909.07,395182072.7,395182072.7,42,false,SIMULATED
2023-07-01,SKU006,274279872.9,7172154.52,196361879.59,274906631.43,274906631.43,42,false,SIMULATED
2023-07-01,SKU007,501123955.25,13158642.12,358801812.12,502322536.97,502322536.97,42,false,SIMULATED
2023-07-01,SKU008,437861707.54,11434899.86,313462749.35,438847849.09,438847849.09,42,false,SIMULATED
2023-07-01,SKU009,482505120.55,12669743.95,345470835.7,483659169.98,483659169.98,42,false,SIMULATED
2023-07-01,SKU010,357006736.37,9373798.06,255614326.35,357860056.89,357860056.89,42,false,SIMULATED
2023-07-01,SKU011,187386129.36,4945397.64,134184786.28,187858700.79,187858700.79,42,false,SIMULATED
2023-07-01,SKU012,246198838.28,6437862.52,176258163.35,246761428.69,246761428.69,42,false,SIMULATED
2023-08-01,SKU001,492395214.09,20368384.96,357742045.85,500838864.19,500838864.19,42,false,SIMULATED
2023-08-01,SKU002,386488861.43,16108940.58,280882187.45,393235062.43,393235062.43,42,false,SIMULATED
2023-08-01,SKU003,290258066.69,11626009.09,210616797.06,294863515.88,294863515.88,42,false,SIMULATED
2023-08-01,SKU004,440376972.04,43843606.5,337828310.61,472959634.85,472959634.85,42,false,SIMULATED
2023-08-01,SKU005,395182072.7,15484808.07,286511777.28,401116488.19,401116488.19,42,false,SIMULATED
2023-08-01,SKU006,274906631.43,11738354.28,199984873.75,279978823.25,279978823.25,42,false,SIMULATED
2023-08-01,SKU007,502322536.97,20779037.88,364954587.11,510936421.95,510936421.95,42,false,SIMULATED
2023-08-01,SKU008,438847849.09,17624414.03,318469020.78,445856629.09,445856629.09,42,false,SIMULATED
2023-08-01,SKU009,483659169.98,20007010.41,351395009.57,491953013.4,491953013.4,42,false,SIMULATED
2023-08-01,SKU010,357860056.89,38919538.06,276822973.22,387552162.51,387552162.51,42,false,SIMULATED
2023-08-01,SKU011,187858700.79,7465460.87,136272670.93,190781739.3,190781739.3,42,false,SIMULATED
2023-08-01,SKU012,246761428.69,34020552.97,195894405.81,274252168.13,274252168.13,42,false,SIMULATED
2023-09-01,SKU001,500838864.19,47975865.42,382893997.4,536051596.36,536051596.36,42,false,SIMULATED
2023-09-01,SKU002,393235062.43,24212547.75,291242518.73,407739526.22,407739526.22,42,false,SIMULATED
2023-09-01,SKU003,294863515.88,72823857.74,256526074.62,359136504.47,359136504.47,42,false,SIMULATED
2023-09-01,SKU004,472959634.85,25059880.28,347455475.67,486437665.94,486437665.94,42,false,SIMULATED
2023-09-01,SKU005,401116488.19,24219369.64,296745947.32,415444326.25,415444326.25,42,false,SIMULATED
2023-09-01,SKU006,279978823.25,23175032.88,211502690.32,296103766.45,296103766.45,42,false,SIMULATED
2023-09-01,SKU007,510936421.95,48943120.75,390613634.44,546859088.22,546859088.22,42,false,SIMULATED
2023-09-01,SKU008,445856629.09,25481848.75,328840798.49,460377117.89,460377117.89,42,false,SIMULATED
2023-09-01,SKU009,491953013.4,22633591.22,359013910.2,502619474.28,502619474.28,42,false,SIMULATED
2023-09-01,SKU010,387552162.51,0.0,269668998.84,377536598.38,377536598.38,42,false,SIMULATED
2023-09-01,SKU011,190781739.3,199189.16,133242508.23,186539511.52,186539511.52,42,false,SIMULATED
2023-09-01,SKU012,274252168.13,0.0,189848843.47,265788380.86,265788380.86,42,false,SIMULATED
2023-10-01,SKU001,536051596.36,38811677.86,401067400.62,561494360.87,561494360.87,42,false,SIMULATED
2023-10-01,SKU002,407739526.22,11354929.77,292391480.92,409348073.29,409348073.29,42,false,SIMULATED
2023-10-01,SKU003,359136504.47,8900505.84,256770007.19,359478010.07,359478010.07,42,false,SIMULATED
2023-10-01,SKU004,486437665.94,11951779.73,347713566.75,486798993.45,486798993.45,42,false,SIMULATED
2023-10-01,SKU005,415444326.25,10876382.7,297433052.76,416406273.86,416406273.86,42,false,SIMULATED
2023-10-01,SKU006,296103766.45,60016513.44,248456009.23,347838412.92,347838412.92,42,false,SIMULATED
2023-10-01,SKU007,546859088.22,39594171.38,409153436.93,572814811.7,572814811.7,42,false,SIMULATED
2023-10-01,SKU008,460377117.89,11887221.6,329486748.48,461281447.87,461281447.87,42,false,SIMULATED
2023-10-01,SKU009,502619474.28,37833163.71,377059979.99,527883971.99,527883971.99,42,false,SIMULATED
2023-10-01,SKU010,377536598.38,34367468.25,287374930.21,402324902.29,402324902.29,42,false,SIMULATED
2023-10-01,SKU011,186539511.52,25920493.04,148227910.16,207519074.22,207519074.22,42,false,SIMULATED
2023-10-01,SKU012,265788380.86,76522358.18,238821445.84,334350024.18,334350024.18,42,false,SIMULATED
2023-11-01,SKU001,561494360.87,47435503.4,424834789.03,594768704.64,594768704.64,42,false,SIMULATED
2023-11-01,SKU002,409348073.29,68043172.99,333063660.19,466289124.27,466289124.27,42,false,SIMULATED
2023-11-01,SKU003,359478010.07,38906638.74,277942778.24,389119889.54,389119889.54,42,false,SIMULATED
2023-11-01,SKU004,486798993.45,92895523.57,404438035.13,566213249.18,566213249.18,42,false,SIMULATED
2023-11-01,SKU005,416406273.86,66605850.05,336985202.73,471779283.82,471779283.82,42,false,SIMULATED
2023-11-01,SKU006,347838412.92,38643776.79,269638737.01,377494231.81,377494231.81,42,false,SIMULATED
2023-11-01,SKU007,572814811.7,48391864.37,433400006.56,606760009.18,606760009.18,42,false,SIMULATED
2023-11-01,SKU008,461281447.87,70964081.12,371334089.99,519867725.99,519867725.99,42,false,SIMULATED
2023-11-01,SKU009,527883971.99,70242297.9,417297397.6,584216356.64,584216356.64,42,false,SIMULATED
2023-11-01,SKU010,402324902.29,64353478.28,325589567.84,455825394.98,455825394.98,42,false,SIMULATED
2023-11-01,SKU011,207519074.22,28813942.02,164883499.7,230836899.58,230836899.58,42,false,SIMULATED
2023-11-01,SKU012,334350024.18,36187013.45,258514212.3,361919897.22,361919897.22,42,false,SIMULATED
2023-12-01,SKU001,594768704.64,90264002.67,477929795.8,669101714.12,669101714.12,42,false,SIMULATED
2023-12-01,SKU002,466289124.27,64302383.06,370180121.39,518252169.95,518252169.95,42,false,SIMULATED
2023-12-01,SKU003,389119889.54,58223180.89,312099816.58,436939743.21,436939743.21,42,false,SIMULATED
2023-12-01,SKU004,566213249.18,40962663.62,423611101.95,593055542.73,593055542.73,42,false,SIMULATED
2023-12-01,SKU005,471779283.82,36704244.0,354755949.64,496658329.5,496658329.5,42,false,SIMULATED
2023-12-01,SKU006,377494231.81,60319704.79,305451583.67,427632217.14,427632217.14,42,false,SIMULATED
2023-12-01,SKU007,606760009.18,92083841.41,487565477.16,682591668.02,682591668.02,42,false,SIMULATED
2023-12-01,SKU008,519867725.99,92665150.06,427348518.17,598287925.44,598287925.44,42,false,SIMULATED
2023-12-01,SKU009,584216356.64,88662544.55,469450396.18,657230554.65,657230554.65,42,false,SIMULATED
2023-12-01,SKU010,455825394.98,35463037.71,342759371.64,479863120.3,479863120.3,42,false,SIMULATED
2023-12-01,SKU011,230836899.58,5247315.97,164709917.83,230593884.96,230593884.96,42,false,SIMULATED
2023-12-01,SKU012,361919897.22,31070231.6,274179159.64,383850823.5,383850823.5,42,false,SIMULATED
2024-01-01,SKU001,669101714.12,0.0,382449346.31,535429084.83,535429084.83,42,false,SIMULATED
2024-01-01,SKU002,518252169.95,0.0,290924931.09,407294903.53,407294903.53,42,false,SIMULATED
2024-01-01,SKU003,436939743.21,0.0,256167001.71,358633802.39,358633802.39,42,false,SIMULATED
2024-01-01,SKU004,593055542.73,0.0,346893371.26,485650719.76,485650719.76,42,false,SIMULATED
2024-01-01,SKU005,496658329.5,0.0,296262810.25,414767934.35,414767934.35,42,false,SIMULATED
2024-01-01,SKU006,427632217.14,0.0,211215365.07,295701511.1,295701511.1,42,false,SIMULATED
2024-01-01,SKU007,682591668.02,0.0,390160018.61,546224026.05,546224026.05,42,false,SIMULATED
2024-01-01,SKU008,598287925.44,0.0,328401658.39,459762321.75,459762321.75,42,false,SIMULATED
2024-01-01,SKU009,657230554.65,0.0,358514787.46,501920702.44,501920702.44,42,false,SIMULATED
2024-01-01,SKU010,479863120.3,0.0,269374936.19,377124910.67,377124910.67,42,false,SIMULATED
2024-01-01,SKU011,230593884.96,0.0,133051667.73,186272334.82,186272334.82,42,false,SIMULATED
2024-01-01,SKU012,383850823.5,0.0,222336364.49,311270910.29,311270910.29,42,false,SIMULATED
2024-02-01,SKU001,535429084.83,0.0,369041278.78,516657790.29,516657790.29,42,false,SIMULATED
2024-02-01,SKU002,407294903.53,13887398.68,293848117.82,411387364.95,411387364.95,42,false,SIMULATED
2024-02-01,SKU003,358633802.39,12704223.91,259073041.61,362702258.25,362702258.25,42,false,SIMULATED
2024-02-01,SKU004,485650719.76,16666285.42,350453724.54,490635214.36,490635214.36,42,false,SIMULATED
2024-02-01,SKU005,414767934.35,0.0,281604446.24,394246224.74,394246224.74,42,false,SIMULATED
2024-02-01,SKU006,295701511.1,10710184.27,213775601.42,299285841.99,299285841.99,42,false,SIMULATED
2024-02-01,SKU007,546224026.05,19189131.69,394474296.1,552264014.54,552264014.54,42,false,SIMULATED
2024-02-01,SKU008,459762321.75,15932392.59,331880033.26,464632046.56,464632046.56,42,false,SIMULATED
2024-02-01,SKU009,501920702.44,0.0,346471295.86,485059814.2,485059814.2,42,false,SIMULATED
2024-02-01,SKU010,377124910.67,12858702.49,272081590.58,380914226.81,380914226.81,42,false,SIMULATED
2024-02-01,SKU011,186272334.82,6293557.13,134348296.71,188087615.39,188087615.39,42,false,SIMULATED
2024-02-01,SKU012,311270910.29,0.0,208664765.35,292130671.49,292130671.49,42,false,SIMULATED
2024-03-01,SKU001,516657790.29,55802348.24,399390794.32,559147112.05,559147112.05,42,false,SIMULATED
2024-03-01,SKU002,411387364.95,5962438.57,291174281.53,407643994.14,407643994.14,42,false,SIMULATED
2024-03-01,SKU003,362702258.25,3808930.0,255705480.17,357987672.24,357987672.24,42,false,SIMULATED
2024-03-01,SKU004,490635214.36,5687664.83,346271776.18,484780486.65,484780486.65,42,false,SIMULATED
2024-03-01,SKU005,394246224.74,30293591.1,296190569.19,414666796.87,414666796.87,42,false,SIMULATED
2024-03-01,SKU006,299285841.99,55364745.92,247430642.73,346402899.82,346402899.82,42,false,SIMULATED
2024-03-01,SKU007,552264014.54,31737659.04,407443028.08,570420239.31,570420239.31,42,false,SIMULATED
2024-03-01,SKU008,464632046.56,33357850.77,347434812.09,486408736.93,486408736.93,42,false,SIMULATED
2024-03-01,SKU009,485059814.2,53139153.89,375487652.16,525682713.02,525682713.02,42,false,SIMULATED
2024-03-01,SKU010,380914226.81,29269170.13,286174462.98,400644248.17,400644248.17,42,false,SIMULATED
2024-03-01,SKU011,188087615.39,23491405.27,147613270.23,206658578.32,206658578.32,42,false,SIMULATED
2024-03-01,SKU012,292130671.49,48760902.43,237831330.64,332963862.9,332963862.9,42,false,SIMULATED
2024-04-01,SKU001,559147112.05,14346280.01,400111668.88,560156336.43,560156336.43,42,false,SIMULATED
2024-04-01,SKU002,407643994.14,36528102.12,309887509.02,433842512.63,433842512.63,42,false,SIMULATED
2024-04-01,SKU003,357987672.24,9320616.54,256261596.82,358766235.55,358766235.55,42,false,SIMULATED
2024-04-01,SKU004,484780486.65,36243142.82,363504857.77,508906800.88,508906800.88,42,false,SIMULATED
2024-04-01,SKU005,414666796.87,10998128.72,296975529.48,415765741.27,415765741.27,42,false,SIMULATED
2024-04-01,SKU006,346402899.82,34196149.42,265534220.4,371747908.56,371747908.56,42,false,SIMULATED
2024-04-01,SKU007,570420239.31,14635519.52,408178436.39,571449810.95,571449810.95,42,false,SIMULATED
2024-04-01,SKU008,486408736.93,13503921.44,348776273.28,488286782.59,488286782.59,42,false,SIMULATED
2024-04-01,SKU009,525682713.02,37635796.27,393012913.46,550218078.84,550218078.84,42,false,SIMULATED
2024-04-01,SKU010,400644248.17,10626211.33,286932878.72,401706030.21,401706030.21,42,false,SIMULATED
2024-04-01,SKU011,206658578.32,5708908.49,148163362.89,207428708.05,207428708.05,42,false,SIMULATED
2024-04-01,SKU012,332963862.9,8669093.18,238348574.01,333688003.61,333688003.61,42,false,SIMULATED
2024-05-01,SKU001,560156336.43,16724395.97,402474929.58,563464901.41,563464901.41,42,false,SIMULATED
2024-05-01,SKU002,433842512.63,0.0,293530965.32,410943351.45,410943351.45,42,false,SIMULATED
2024-05-01,SKU003,358766235.55,10649984.44,257732246.51,360825145.11,360825145.11,42,false,SIMULATED
2024-05-01,SKU004,508906800.88,0.0,349126312.87,488776838.02,488776838.02,42,false,SIMULATED
2024-05-01,SKU005,415765741.27,12270373.73,298629847.67,418081786.74,418081786.74,42,false,SIMULATED
2024-05-01,SKU006,371747908.56,11035345.71,267058084.37,373881318.12,373881318.12,42,false,SIMULATED
2024-05-01,SKU007,571449810.95,17061581.4,410589343.5,574825080.9,574825080.9,42,false,SIMULATED
2024-05-01,SKU008,488286782.59,13749213.7,350257671.83,490360740.56,490360740.56,42,false,SIMULATED
2024-05-01,SKU009,550218078.84,0.0,378339772.58,529675681.61,529675681.61,42,false,SIMULATED
2024-05-01,SKU010,401706030.21,11855433.54,288531253.78,403943755.29,403943755.29,42,false,SIMULATED
2024-05-01,SKU011,207428708.05,5697295.29,148692560.47,208169584.66,208169584.66,42,false,SIMULATED
2024-05-01,SKU012,333688003.61,9905536.49,239716423.33,335602992.66,335602992.66,42,false,SIMULATED
2024-06-01,SKU001,563464901.41,14045445.55,402914195.55,564079873.77,564079873.77,42,false,SIMULATED
2024-06-01,SKU002,410943351.45,10275810.75,293873834.09,411423367.73,411423367.73,42,false,SIMULATED
2024-06-01,SKU003,360825145.11,9050500.1,258052775.73,361273886.02,361273886.02,42,false,SIMULATED
2024-06-01,SKU004,488776838.02,12258262.39,349559372.38,489383121.33,489383121.33,42,false,SIMULATED
2024-06-01,SKU005,418081786.74,10426947.11,298959581.76,418543414.46,418543414.46,42,false,SIMULATED
2024-06-01,SKU006,373881318.12,9377985.31,267390211.69,374346296.37,374346296.37,42,false,SIMULATED
2024-06-01,SKU007,574825080.9,14328619.8,411037465.61,575452451.85,575452451.85,42,false,SIMULATED
2024-06-01,SKU008,490360740.56,12328507.24,350713428.7,490998800.18,490998800.18,42,false,SIMULATED
2024-06-01,SKU009,529675681.61,13228151.07,378770115.82,530278162.15,530278162.15,42,false,SIMULATED
2024-06-01,SKU010,403943755.29,10074345.05,288849837.45,404389772.43,404389772.43,42,false,SIMULATED
2024-06-01,SKU011,208169584.66,5220921.6,148877097.39,208427936.35,208427936.35,42,false,SIMULATED
2024-06-01,SKU012,335602992.66,8417858.32,240014547.19,336020366.07,336020366.07,42,false,SIMULATED
2024-07-01,SKU001,564079873.77,13643273.06,403062660.58,564287724.81,564287724.81,42,false,SIMULATED
2024-07-01,SKU002,411423367.73,9966784.74,293993129.63,411590381.48,411590381.48,42,false,SIMULATED
2024-07-01,SKU003,361273886.02,8765562.26,258167056.94,361433879.72,361433879.72,42,false,SIMULATED
2024-07-01,SKU004,489383121.33,11873073.75,349713624.47,489599074.26,489599074.26,42,false,SIMULATED
2024-07-01,SKU005,418543414.46,10125884.03,299071603.6,418700245.04,418700245.04,42,false,SIMULATED
2024-07-01,SKU006,374346296.37,9082737.23,267508628.09,374512079.33,374512079.33,42,false,SIMULATED
2024-07-01,SKU007,575452451.85,41685530.85,430561383.28,602785936.59,602785936.59,42,false,SIMULATED
2024-07-01,SKU008,490998800.18,11927200.74,350878605.29,491230047.41,491230047.41,42,false,SIMULATED
2024-07-01,SKU009,530278162.15,12837932.19,378918205.35,530485487.49,530485487.49,42,false,SIMULATED
2024-07-01,SKU010,404389772.43,9783462.82,288958071.11,404541299.55,404541299.55,42,false,SIMULATED
2024-07-01,SKU011,208427936.35,5056802.14,148942840.81,208519977.13,208519977.13,42,false,SIMULATED
2024-07-01,SKU012,336020366.07,8152837.87,240120839.96,336169175.94,336169175.94,42,false,SIMULATED
2024-08-01,SKU001,564287724.81,33805795.28,417274548.9,584184368.46,584184368.46,42,false,SIMULATED
2024-08-01,SKU002,411590381.48,31846499.57,309374568.17,433124395.44,433124395.44,42,false,SIMULATED
2024-08-01,SKU003,361433879.72,4172391.47,255074142.69,357103799.77,357103799.77,42,false,SIMULATED
2024-08-01,SKU004,489599074.26,53866185.06,379161808.83,530826532.36,530826532.36,42,false,SIMULATED
2024-08-01,SKU005,418700245.04,56563106.1,331579082.19,464210715.07,464210715.07,42,false,SIMULATED
2024-08-01,SKU006,374512079.33,4323366.15,264303799.17,370025318.84,370025318.84,42,false,SIMULATED
2024-08-01,SKU007,602785936.59,7365920.6,425687342.23,595962279.12,595962279.12,42,false,SIMULATED
2024-08-01,SKU008,491230047.41,6227566.49,347063451.56,485888832.18,485888832.18,42,false,SIMULATED
2024-08-01,SKU009,530485487.49,56996695.95,409871290.77,573819807.08,573819807.08,42,false,SIMULATED
2024-08-01,SKU010,404541299.55,29231011.94,302631845.23,423684583.32,423684583.32,42,false,SIMULATED
2024-08-01,SKU011,208519977.13,2518757.42,147236326.43,206130857.0,206130857.0,42,false,SIMULATED
2024-08-01,SKU012,336169175.94,3880735.81,237244124.48,332141774.27,332141774.27,42,false,SIMULATED
2024-09-01,SKU001,584184368.46,24925000.17,424960024.63,594944034.48,594944034.48,42,false,SIMULATED
2024-09-01,SKU002,433124395.44,17609183.78,314465287.83,440251402.96,440251402.96,42,false,SIMULATED
2024-09-01,SKU003,357103799.77,41457400.06,278065953.37,389292334.72,389292334.72,42,false,SIMULATED
2024-09-01,SKU004,530826532.36,47663789.43,403597898.92,565037058.49,565037058.49,42,false,SIMULATED
2024-09-01,SKU005,464210715.07,19596365.89,337539823.93,472555753.5,472555753.5,42,false,SIMULATED
2024-09-01,SKU006,370025318.84,16153851.32,269427328.02,377198259.23,377198259.23,42,false,SIMULATED
2024-09-01,SKU007,595962279.12,25427520.32,433527767.05,606938873.87,606938873.87,42,false,SIMULATED
2024-09-01,SKU008,485888832.18,46542838.37,371463956.2,520049538.68,520049538.68,42,false,SIMULATED
2024-09-01,SKU009,573819807.08,24482782.41,417420411.27,584388575.78,584388575.78,42,false,SIMULATED
2024-09-01,SKU010,423684583.32,43761871.71,326125433.74,456575607.24,456575607.24,42,false,SIMULATED
2024-09-01,SKU011,206130857.0,29947988.43,164706171.23,230588639.72,230588639.72,42,false,SIMULATED
2024-09-01,SKU012,332141774.27,14500004.65,241843101.57,338580342.2,338580342.2,42,false,SIMULATED
2024-10-01,SKU001,594944034.48,83794157.67,473538273.59,662953583.03,662953583.03,42,false,SIMULATED
2024-10-01,SKU002,440251402.96,60181401.79,349139166.11,488794832.55,488794832.55,42,false,SIMULATED
2024-10-01,SKU003,389292334.72,29381601.12,292098094.77,408937332.68,408937332.68,42,false,SIMULATED
2024-10-01,SKU004,565037058.49,37023150.61,420042006.35,588058808.89,588058808.89,42,false,SIMULATED
2024-10-01,SKU005,472555753.5,31786429.75,351866639.48,492613295.27,492613295.27,42,false,SIMULATED
2024-10-01,SKU006,377198259.23,31505465.74,285142133.7,399198987.18,399198987.18,42,false,SIMULATED
2024-10-01,SKU007,606938873.87,85483556.02,483085416.2,676319582.68,676319582.68,42,false,SIMULATED
2024-10-01,SKU008,520049538.68,7844856.01,368298414.9,515617780.86,515617780.86,42,false,SIMULATED
2024-10-01,SKU009,584388575.78,10830040.05,415268801.74,581376322.44,581376322.44,42,false,SIMULATED
2024-10-01,SKU010,456575607.24,6788100.89,323277005.67,452587807.94,452587807.94,42,false,SIMULATED
