Period,CompanyKey,CostCenterKey,Function,HeadcountOpen,Hires,Exits,HeadcountClose,AverageHeadcount,AverageSalaryVND,PayrollVND,BenefitsVND,BonusVND,NonPayrollOPEXVND,OPEXActualVND,OPEXBudgetVND,OPEXForecastVND,BudgetVarianceVND,ForecastVarianceVND,EvidenceClass,SourceSystem
2024-05,VN,CC-OPS,Operations,28,0,0,28,28.0,26000000,728000000.0,109200000.0,7280000.0,0.0,844480000.0,869814400.0,852924800.0,-25334400.0,-8444800.0,SIMULATED,synthetic_planning
2024-05,VN,CC-IT,Technology,10,0,0,10,10.0,26000000,260000000.0,39000000.0,2600000.0,0.0,301600000.0,310648000.0,304616000.0,-9048000.0,-3016000.0,SIMULATED,synthetic_planning
2024-06,VN,CC-SALES,Sales,21,0,0,21,21.0,26000000,546000000.0,81900000.0,5460000.0,0.0,633360000.0,652360800.0,639693600.0,-19000800.0,-6333600.0,SIMULATED,synthetic_planning
2024-06,VN,CC-MKT,Marketing,15,0,0,15,15.0,32000000,480000000.0,72000000.0,4800000.0,0.0,556800000.0,573504000.0,562368000.0,-16704000.0,-5568000.0,SIMULATED,synthetic_planning
2024-06,VN,CC-FIN,Finance,9,0,0,9,9.0,29000000,261000000.0,39150000.0,2610000.0,0.0,302760000.0,311842800.0,305787600.0,-9082800.0,-3027600.0,SIMULATED,synthetic_planning
2024-06,VN,CC-OPS,Operations,29,0,0,29,29.0,26000000,754000000.0,113100000.0,7540000.0,0.0,874640000.0,900879200.0,883386400.0,-26239200.0,-8746400.0,SIMULATED,synthetic_planning
2024-06,VN,CC-IT,Technology,11,0,0,11,11.0,26000000,286000000.0,42900000.0,2860000.0,0.0,331760000.0,341712800.0,335077600.0,-9952800.0,-3317600.0,SIMULATED,synthetic_planning
2024-07,VN,CC-SALES,Sales,22,0,0,22,22.0,26000000,572000000.0,85800000.0,5720000.0,0.0,663520000.0,683425600.0,670155200.0,-19905600.0,-6635200.0,SIMULATED,synthetic_planning
2024-07,VN,CC-MKT,Marketing,16,0,0,16,16.0,32000000,512000000.0,76800000.0,5120000.0,0.0,593920000.0,611737600.0,599859200.0,-17817600.0,-5939200.0,SIMULATED,synthetic_planning
2024-07,VN,CC-FIN,Finance,10,0,0,10,10.0,29000000,290000000.0,43500000.0,2900000.0,0.0,336400000.0,346492000.0,339764000.0,-10092000.0,-3364000.0,SIMULATED,synthetic_planning
2024-07,VN,CC-OPS,Operations,30,0,0,30,30.0,26000000,780000000.0,117000000.0,7800000.0,0.0,904800000.0,931944000.0,913848000.0,-27144000.0,-9048000.0,SIMULATED,synthetic_planning
2024-07,VN,CC-IT,Technology,12,0,0,12,12.0,26000000,312000000.0,46800000.0,3120000.0,0.0,361920000.0,372777600.0,365539200.0,-10857600.0,-3619200.0,SIMULATED,synthetic_planning
2024-08,VN,CC-SALES,Sales,23,0,0,23,23.0,26000000,598000000.0,89700000.0,5980000.0,0.0,693680000.0,714490400.0,700616800.0,-20810400.0,-6936800.0,SIMULATED,synthetic_planning
2024-08,VN,CC-MKT,Marketing,17,0,0,17,17.0,32000000,544000000.0,81600000.0,5440000.0,0.0,631040000.0,649971200.0,637350400.0,-18931200.0,-6310400.0,SIMULATED,synthetic_planning
2024-08,VN,CC-FIN,Finance,11,0,0,11,11.0,29000000,319000000.0,47850000.0,3190000.0,0.0,370040000.0,381141200.0,373740400.0,-11101200.0,-3700400.0,SIMULATED,synthetic_planning
2024-08,VN,CC-OPS,Operations,31,0,0,31,31.0,26000000,806000000.0,120900000.0,8060000.0,0.0,934960000.0,963008800.0,944309600.0,-28048800.0,-9349600.0,SIMULATED,synthetic_planning
2024-08,VN,CC-IT,Technology,13,0,0,13,13.0,26000000,338000000.0,50700000.0,3380000.0,0.0,392080000.0,403842400.0,396000800.0,-11762400.0,-3920800.0,SIMULATED,synthetic_planning
2024-09,VN,CC-SALES,Sales,20,0,0,20,20.0,26000000,520000000.0,78000000.0,5200000.0,0.0,603200000.0,621296000.0,609232000.0,-18096000.0,-6032000.0,SIMULATED,synthetic_planning
2024-09,VN,CC-MKT,Marketing,14,0,0,14,14.0,32000000,448000000.0,67200000.0,4480000.0,0.0,519680000.0,535270400.0,524876800.0,-15590400.0,-5196800.0,SIMULATED,synthetic_planning
2024-09,VN,CC-FIN,Finance,8,0,0,8,8.0,29000000,232000000.0,34800000.0,2320000.0,0.0,269120000.0,277193600.0,271811200.0,-8073600.0,-2691200.0,SIMULATED,synthetic_planning
2024-09,VN,CC-OPS,Operations,28,0,0,28,28.0,26000000,728000000.0,109200000.0,7280000.0,0.0,844480000.0,869814400.0,852924800.0,-25334400.0,-8444800.0,SIMULATED,synthetic_planning
2024-09,VN,CC-IT,Technology,10,0,0,10,10.0,26000000,260000000.0,39000000.0,2600000.0,0.0,301600000.0,310648000.0,304616000.0,-9048000.0,-3016000.0,SIMULATED,synthetic_planning
2024-10,VN,CC-SALES,Sales,21,1,0,22,21.5,26000000,559000000.0,83850000.0,5590000.0,0.0,648440000.0,667893200.0,654924400.0,-19453200.0,-6484400.0,SIMULATED,synthetic_planning
2024-10,VN,CC-MKT,Marketing,15,1,0,16,15.5,32000000,496000000.0,74400000.0,4960000.0,0.0,575360000.0,592620800.0,581113600.0,-17260800.0,-5753600.0,SIMULATED,synthetic_planning
2024-10,VN,CC-FIN,Finance,9,1,0,10,9.5,29000000,275500000.0,41325000.0,2755000.0,0.0,319580000.0,329167400.0,322775800.0,-9587400.0,-3195800.0,SIMULATED,synthetic_planning
2024-10,VN,CC-OPS,Operations,29,1,0,30,29.5,26000000,767000000.0,115050000.0,7670000.0,0.0,889720000.0,916411600.0,898617200.0,-26691600.0,-8897200.0,SIMULATED,synthetic_planning
2024-10,VN,CC-IT,Technology,11,1,0,12,11.5,26000000,299000000.0,44850000.0,2990000.0,0.0,346840000.0,357245200.0,350308400.0,-10405200.0,-3468400.0,SIMULATED,synthetic_planning
2024-11,VN,CC-SALES,Sales,22,0,1,21,21.5,26000000,559000000.0,83850000.0,16770000.0,0.0,659620000.0,679408600.0,666216200.0,-19788600.0,-6596200.0,SIMULATED,synthetic_planning
2024-11,VN,CC-MKT,Marketing,16,0,1,15,15.5,32000000,496000000.0,74400000.0,14880000.0,0.0,585280000.0,602838400.0,591132800.0,-17558400.0,-5852800.0,SIMULATED,synthetic_planning
2024-11,VN,CC-FIN,Finance,10,0,1,9,9.5,29000000,275500000.0,41325000.0,8265000.0,0.0,325090000.0,334842700.0,328340900.0,-9752700.0,-3250900.0,SIMULATED,synthetic_planning
2024-11,VN,CC-OPS,Operations,30,0,1,29,29.5,26000000,767000000.0,115050000.0,23010000.0,0.0,905060000.0,932211800.0,914110600.0,-27151800.0,-9050600.0,SIMULATED,synthetic_planning
2024-11,VN,CC-IT,Technology,12,0,1,11,11.5,26000000,299000000.0,44850000.0,8970000.0,0.0,352820000.0,363404600.0,356348200.0,-10584600.0,-3528200.0,SIMULATED,synthetic_planning
2024-12,VN,CC-SALES,Sales,23,0,0,23,23.0,26000000,598000000.0,89700000.0,17940000.0,0.0,705640000.0,726809200.0,712696400.0,-21169200.0,-7056400.0,SIMULATED,synthetic_planning
2024-12,VN,CC-MKT,Marketing,17,0,0,17,17.0,32000000,544000000.0,81600000.0,16320000.0,0.0,641920000.0,661177600.0,648339200.0,-19257600.0,-6419200.0,SIMULATED,synthetic_planning
2024-12,VN,CC-FIN,Finance,11,0,0,11,11.0,29000000,319000000.0,47850000.0,9570000.0,0.0,376420000.0,387712600.0,380184200.0,-11292600.0,-3764200.0,SIMULATED,synthetic_planning
2024-12,VN,CC-OPS,Operations,31,0,0,31,31.0,26000000,806000000.0,120900000.0,24180000.0,0.0,951080000.0,979612400.0,960590800.0,-28532400.0,-9510800.0,SIMULATED,synthetic_planning
2024-12,VN,CC-IT,Technology,13,0,0,13,13.0,26000000,338000000.0,50700000.0,10140000.0,0.0,398840000.0,410805200.0,402828400.0,-11965200.0,-3988400.0,SIMULATED,synthetic_planning
2025-01,VN,CC-SALES,Sales,20,0,0,20,20.0,26000000,520000000.0,78000000.0,5200000.0,0.0,603200000.0,621296000.0,633360000.0,-18096000.0,-30160000.0,SIMULATED,synthetic_planning
2025-01,VN,CC-MKT,Marketing,14,0,0,14,14.0,32000000,448000000.0,67200000.0,4480000.0,0.0,519680000.0,535270400.0,545664000.0,-15590400.0,-25984000.0,SIMULATED,synthetic_planning
2025-01,VN,CC-FIN,Finance,8,0,0,8,8.0,29000000,232000000.0,34800000.0,2320000.0,0.0,269120000.0,277193600.0,282576000.0,-8073600.0,-13456000.0,SIMULATED,synthetic_planning
2025-01,VN,CC-OPS,Operations,28,0,0,28,28.0,26000000,728000000.0,109200000.0,7280000.0,0.0,844480000.0,869814400.0,886704000.0,-25334400.0,-42224000.0,SIMULATED,synthetic_planning
2025-01,VN,CC-IT,Technology,10,0,0,10,10.0,26000000,260000000.0,39000000.0,2600000.0,0.0,301600000.0,310648000.0,316680000.0,-9048000.0,-15080000.0,SIMULATED,synthetic_planning
2025-02,VN,CC-SALES,Sales,21,0,0,21,21.0,26000000,546000000.0,81900000.0,5460000.0,0.0,633360000.0,652360800.0,665028000.0,-19000800.0,-31668000.0,SIMULATED,synthetic_planning
2025-02,VN,CC-MKT,Marketing,15,0,0,15,15.0,32000000,480000000.0,72000000.0,4800000.0,0.0,556800000.0,573504000.0,584640000.0,-16704000.0,-27840000.0,SIMULATED,synthetic_planning
2025-02,VN,CC-FIN,Finance,9,0,0,9,9.0,29000000,261000000.0,39150000.0,2610000.0,0.0,302760000.0,311842800.0,317898000.0,-9082800.0,-15138000.0,SIMULATED,synthetic_planning
2025-02,VN,CC-OPS,Operations,29,0,0,29,29.0,26000000,754000000.0,113100000.0,7540000.0,0.0,874640000.0,900879200.0,918372000.0,-26239200.0,-43732000.0,SIMULATED,synthetic_planning
2025-02,VN,CC-IT,Technology,11,0,0,11,11.0,26000000,286000000.0,42900000.0,2860000.0,0.0,331760000.0,341712800.0,348348000.0,-9952800.0,-16588000.0,SIMULATED,synthetic_planning
2025-03,VN,CC-SALES,Sales,22,0,0,22,22.0,26000000,572000000.0,85800000.0,5720000.0,0.0,663520000.0,683425600.0,696696000.0,-19905600.0,-33176000.0,SIMULATED,synthetic_planning
