FileName,DatasetVersion,GeneratedTimestamp,SourceArtifact,EvidenceClass,RowCount,Grain,SHA256
fact_ar_snapshot.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,360,documented in powerbi/data/final_v1/README.md,2595088A308B55F23737F9EF3FD1C38A9FA408AB4E2C5E5FB19C0CC88AEDD8A4
fact_inventory_snapshot.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,432,documented in powerbi/data/final_v1/README.md,C7EEEDA303C893E64999BEA826014E16163C123ED19A405CC7743D02D4855DB2
fact_ap_snapshot.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,144,documented in powerbi/data/final_v1/README.md,29BF0453AF0DD73A082DF4F9F4441F653085A7C167BADA58AB5C1BECAB2152A4
fact_debt_liquidity.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,72,documented in powerbi/data/final_v1/README.md,75DFC8AF22F5759C17D29D5E2D9FD3033257B4A07DE4EDB99231A9CBDEF24FFD
fact_promotion.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,8,documented in powerbi/data/final_v1/README.md,DBE757810ED9EC25C9AE18028F692ED70D6E8874689C1AFF8E099100A2B12965
fact_pricing_case.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,6,documented in powerbi/data/final_v1/README.md,0E925A2E672AF9A789EE93C395905D5AA9586456372ED98CC8F3E6C0465D72E3
fact_budget_allocation.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,5,documented in powerbi/data/final_v1/README.md,D228E76FCCDFE191F7A2BEF19F949283C195057FA731BD47A1D6F0B30DB9BC95
fact_opex_headcount.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,180,documented in powerbi/data/final_v1/README.md,F45D72B4653FCFDBA16A4733D331B783E61E38690EB8CDF637D638C250C92A25
fact_capex.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),SIMULATED,216,documented in powerbi/data/final_v1/README.md,3B72E603E04D78A381E902EBFC7245FBAE6AE78A3F110F1E14E45C25C98834FB
fact_public_financials.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,DERIVED,30,documented in powerbi/data/final_v1/README.md,61682700359D6E73314F2FD6137F9B5F06E75E0FA53750EF19EBF87068FD77DD
fact_public_cashflow.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,DERIVED,30,documented in powerbi/data/final_v1/README.md,9F1C92CD704F028627F9262A514A149FDF817FFD167267793E6611B650974F0F
fact_valuation.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,25,documented in powerbi/data/final_v1/README.md,3D6E0BFBAC4A5F2C21E19D229E7C75AED50A3575343DE17FB64EA1F53F47C98B
fact_mna.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,VietNova_FPA_Model_v2.xlsx (remote Drive; deterministic formula reconstruction),DERIVED,5,documented in powerbi/data/final_v1/README.md,942B97FEEB3BE82A16AD8598C2C1C341678B016AA8C15FF8DA6127F5F2182A3D
source_control.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,DERIVED,8,documented in powerbi/data/final_v1/README.md,705302137D40945759817DEBA6D77FF9F83F879C87919AF4B7E0B9FAF1EB9C02
dim_capex_project.csv,final_v1.0.0,2026-08-31T00:00:00+07:00,repo evidence / controlled reconstruction,SIMULATED,6,documented in powerbi/data/final_v1/README.md,010CC589FD423B3EB33DC816EE1A2C2B6AFD39E358EE80B3D4EF967A51DC7F4A
