MonthStart,SupplierKey,OpeningAPVND,PurchasesVND,CashPaidVND,ClosingAPVND,OverdueAPVND,DPODays,EvidenceClass
2024-06-01,SUP3,1134774456.54,1002449038.96,1001114584.68,1136108910.82,170416336.62,34,SIMULATED
2024-06-01,SUP4,1134774456.54,1002449038.96,1001114584.68,1136108910.82,170416336.62,34,SIMULATED
2024-07-01,SUP1,1136108910.82,1008124089.43,1001692365.56,1142540634.69,171381095.2,34,SIMULATED
2024-07-01,SUP2,1136108910.82,1008124089.43,1001692365.56,1142540634.69,171381095.2,34,SIMULATED
2024-07-01,SUP3,1136108910.82,1008124089.43,1001692365.56,1142540634.69,171381095.2,34,SIMULATED
2024-07-01,SUP4,1136108910.82,1008124089.43,1001692365.56,1142540634.69,171381095.2,34,SIMULATED
2024-08-01,SUP1,1142540634.69,1039810415.94,1003899245.9,1178451804.73,176767770.71,34,SIMULATED
2024-08-01,SUP2,1142540634.69,1039810415.94,1003899245.9,1178451804.73,176767770.71,34,SIMULATED
2024-08-01,SUP3,1142540634.69,1039810415.94,1003899245.9,1178451804.73,176767770.71,34,SIMULATED
2024-08-01,SUP4,1142540634.69,1039810415.94,1003899245.9,1178451804.73,176767770.71,34,SIMULATED
2024-09-01,SUP1,1178451804.73,1082375858.09,1034135023.65,1226692639.17,184003895.88,34,SIMULATED
2024-09-01,SUP2,1178451804.73,1082375858.09,1034135023.65,1226692639.17,184003895.88,34,SIMULATED
2024-09-01,SUP3,1178451804.73,1082375858.09,1034135023.65,1226692639.17,184003895.88,34,SIMULATED
2024-09-01,SUP4,1178451804.73,1082375858.09,1034135023.65,1226692639.17,184003895.88,34,SIMULATED
2024-10-01,SUP1,1226692639.17,1136159377.17,1075204722.22,1287647294.12,193147094.12,34,SIMULATED
2024-10-01,SUP2,1226692639.17,1136159377.17,1075204722.22,1287647294.12,193147094.12,34,SIMULATED
2024-10-01,SUP3,1226692639.17,1136159377.17,1075204722.22,1287647294.12,193147094.12,34,SIMULATED
2024-10-01,SUP4,1226692639.17,1136159377.17,1075204722.22,1287647294.12,193147094.12,34,SIMULATED
2024-11-01,SUP1,1287647294.12,1254665067.63,1120358618.44,1421953743.31,213293061.5,34,SIMULATED
2024-11-01,SUP2,1287647294.12,1254665067.63,1120358618.44,1421953743.31,213293061.5,34,SIMULATED
2024-11-01,SUP3,1287647294.12,1254665067.63,1120358618.44,1421953743.31,213293061.5,34,SIMULATED
2024-11-01,SUP4,1287647294.12,1254665067.63,1120358618.44,1421953743.31,213293061.5,34,SIMULATED
2024-12-01,SUP1,1421953743.31,1375454963.98,1238559748.11,1558848959.18,233827343.88,34,SIMULATED
2024-12-01,SUP2,1421953743.31,1375454963.98,1238559748.11,1558848959.18,233827343.88,34,SIMULATED
2024-12-01,SUP3,1421953743.31,1375454963.98,1238559748.11,1558848959.18,233827343.88,34,SIMULATED
2024-12-01,SUP4,1421953743.31,1375454963.98,1238559748.11,1558848959.18,233827343.88,34,SIMULATED
2025-01-01,SUP1,1558848959.18,1085895552.0,1558848959.18,1085895552.0,162884332.8,30,SIMULATED
2025-01-01,SUP2,1558848959.18,1085895552.0,1558848959.18,1085895552.0,162884332.8,30,SIMULATED
2025-01-01,SUP3,1558848959.18,1085895552.0,1558848959.18,1085895552.0,162884332.8,30,SIMULATED
2025-01-01,SUP4,1558848959.18,1085895552.0,1558848959.18,1085895552.0,162884332.8,30,SIMULATED
2025-02-01,SUP1,1085895552.0,1075294773.91,1085895552.0,1075294773.91,161294216.09,30,SIMULATED
2025-02-01,SUP2,1085895552.0,1075294773.91,1085895552.0,1075294773.91,161294216.09,30,SIMULATED
2025-02-01,SUP3,1085895552.0,1075294773.91,1085895552.0,1075294773.91,161294216.09,30,SIMULATED
2025-02-01,SUP4,1085895552.0,1075294773.91,1085895552.0,1075294773.91,161294216.09,30,SIMULATED
2025-03-01,SUP1,1075294773.91,1130778354.87,1075294773.91,1130778354.87,169616753.23,30,SIMULATED
2025-03-01,SUP2,1075294773.91,1130778354.87,1075294773.91,1130778354.87,169616753.23,30,SIMULATED
2025-03-01,SUP3,1075294773.91,1130778354.87,1075294773.91,1130778354.87,169616753.23,30,SIMULATED
2025-03-01,SUP4,1075294773.91,1130778354.87,1075294773.91,1130778354.87,169616753.23,30,SIMULATED
2025-04-01,SUP1,1130778354.87,1153595413.54,1130778354.87,1153595413.54,173039312.03,30,SIMULATED
2025-04-01,SUP2,1130778354.87,1153595413.54,1130778354.87,1153595413.54,173039312.03,30,SIMULATED
2025-04-01,SUP3,1130778354.87,1153595413.54,1130778354.87,1153595413.54,173039312.03,30,SIMULATED
2025-04-01,SUP4,1130778354.87,1153595413.54,1130778354.87,1153595413.54,173039312.03,30,SIMULATED
2025-05-01,SUP1,1153595413.54,1142721590.98,1153595413.54,1142721590.98,171408238.65,30,SIMULATED
2025-05-01,SUP2,1153595413.54,1142721590.98,1153595413.54,1142721590.98,171408238.65,30,SIMULATED
2025-05-01,SUP3,1153595413.54,1142721590.98,1153595413.54,1142721590.98,171408238.65,30,SIMULATED
2025-05-01,SUP4,1153595413.54,1142721590.98,1153595413.54,1142721590.98,171408238.65,30,SIMULATED
2025-06-01,SUP1,1142721590.98,1142842136.35,1142721590.98,1142842136.35,171426320.45,30,SIMULATED
2025-06-01,SUP2,1142721590.98,1142842136.35,1142721590.98,1142842136.35,171426320.45,30,SIMULATED
2025-06-01,SUP3,1142721590.98,1142842136.35,1142721590.98,1142842136.35,171426320.45,30,SIMULATED
2025-06-01,SUP4,1142721590.98,1142842136.35,1142721590.98,1142842136.35,171426320.45,30,SIMULATED
2025-07-01,SUP1,1142842136.35,1142756414.61,1142842136.35,1142756414.61,171413462.19,30,SIMULATED
2025-07-01,SUP2,1142842136.35,1142756414.61,1142842136.35,1142756414.61,171413462.19,30,SIMULATED
2025-07-01,SUP3,1142842136.35,1142756414.61,1142842136.35,1142756414.61,171413462.19,30,SIMULATED
2025-07-01,SUP4,1142842136.35,1142756414.61,1142842136.35,1142756414.61,171413462.19,30,SIMULATED
2025-08-01,SUP1,1142756414.61,1177437126.2,1142756414.61,1177437126.2,176615568.93,30,SIMULATED
2025-08-01,SUP2,1142756414.61,1177437126.2,1142756414.61,1177437126.2,176615568.93,30,SIMULATED
2025-08-01,SUP3,1142756414.61,1177437126.2,1142756414.61,1177437126.2,176615568.93,30,SIMULATED
2025-08-01,SUP4,1142756414.61,1177437126.2,1142756414.61,1177437126.2,176615568.93,30,SIMULATED
2025-09-01,SUP1,1177437126.2,1224373185.23,1177437126.2,1224373185.23,183655977.78,30,SIMULATED
2025-09-01,SUP2,1177437126.2,1224373185.23,1177437126.2,1224373185.23,183655977.78,30,SIMULATED
2025-09-01,SUP3,1177437126.2,1224373185.23,1177437126.2,1224373185.23,183655977.78,30,SIMULATED
2025-09-01,SUP4,1177437126.2,1224373185.23,1177437126.2,1224373185.23,183655977.78,30,SIMULATED
2025-10-01,SUP1,1224373185.23,1283911707.63,1224373185.23,1283911707.63,192586756.14,30,SIMULATED
2025-10-01,SUP2,1224373185.23,1283911707.63,1224373185.23,1283911707.63,192586756.14,30,SIMULATED
2025-10-01,SUP3,1224373185.23,1283911707.63,1224373185.23,1283911707.63,192586756.14,30,SIMULATED
2025-10-01,SUP4,1224373185.23,1283911707.63,1224373185.23,1283911707.63,192586756.14,30,SIMULATED
2025-11-01,SUP1,1283911707.63,1416418919.29,1283911707.63,1416418919.29,212462837.89,30,SIMULATED
2025-11-01,SUP2,1283911707.63,1416418919.29,1283911707.63,1416418919.29,212462837.89,30,SIMULATED
2025-11-01,SUP3,1283911707.63,1416418919.29,1283911707.63,1416418919.29,212462837.89,30,SIMULATED
2025-11-01,SUP4,1283911707.63,1416418919.29,1283911707.63,1416418919.29,212462837.89,30,SIMULATED
2025-12-01,SUP1,1416418919.29,1551264701.22,1416418919.29,1551264701.22,232689705.18,30,SIMULATED
2025-12-01,SUP2,1416418919.29,1551264701.22,1416418919.29,1551264701.22,232689705.18,30,SIMULATED
2025-12-01,SUP3,1416418919.29,1551264701.22,1416418919.29,1551264701.22,232689705.18,30,SIMULATED
2025-12-01,SUP4,1416418919.29,1551264701.22,1416418919.29,1551264701.22,232689705.18,30,SIMULATED
