MonthStart,CustomerKey,OpeningARVND,InvoicedCreditSalesVND,CashCollectedVND,CreditNoteVND,ClosingARVND,Aging0_30VND,Aging31_60VND,Aging61PlusVND,DSODays,EvidenceClass
2024-04-01,CUS05,784456800.0,451052000.0,664176266.67,0,571332533.33,314232893.33,142833133.33,114266506.67,38,SIMULATED
2024-04-01,CUS06,939633600.0,619308000.0,774484800.0,0,784456800.0,431451240.0,196114200.0,156891360.0,38,SIMULATED
2024-04-01,CUS07,869217066.67,776160000.0,662241066.67,0,983136000.0,540724800.0,245784000.0,196627200.0,38,SIMULATED
2024-04-01,CUS08,794728200.0,686224000.0,611735133.33,0,869217066.67,478069386.67,217304266.67,173843413.33,38,SIMULATED
2024-04-01,CUS09,753091600.0,627417000.0,585780400.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-04-01,CUS10,638835733.33,594546000.0,480290133.33,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2024-05-01,CUS01,638835733.33,594546000.0,480290133.33,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2024-05-01,CUS02,606825800.0,504344000.0,472334066.67,0,638835733.33,351359653.33,159708933.33,127767146.67,38,SIMULATED
2024-05-01,CUS03,619863600.0,479073000.0,492110800.0,0,606825800.0,333754190.0,151706450.0,121365160.0,38,SIMULATED
2024-05-01,CUS04,563370266.67,462654000.0,439995866.67,0,586028400.0,322315620.0,146507100.0,117205680.0,38,SIMULATED
2024-05-01,CUS05,571332533.33,424732000.0,458070666.66,0,537993866.67,295896626.67,134498466.67,107598773.33,38,SIMULATED
2024-05-01,CUS06,784456800.0,451052000.0,664176266.67,0,571332533.33,314232893.33,142833133.33,114266506.67,38,SIMULATED
2024-05-01,CUS07,983136000.0,619308000.0,817987200.0,0,784456800.0,431451240.0,196114200.0,156891360.0,38,SIMULATED
2024-05-01,CUS08,869217066.67,741816000.0,671399466.67,0,939633600.0,516798480.0,234908400.0,187926720.0,38,SIMULATED
2024-05-01,CUS09,794728200.0,686224000.0,611735133.33,0,869217066.67,478069386.67,217304266.67,173843413.33,38,SIMULATED
2024-05-01,CUS10,753091600.0,627417000.0,585780400.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-06-01,CUS01,753091600.0,627417000.0,397555300.0,0,982953300.0,540624315.0,245738325.0,196590660.0,47,SIMULATED
2024-06-01,CUS02,638835733.33,594546000.0,301926333.33,0,931455400.0,512300470.0,232863850.0,186291080.0,47,SIMULATED
2024-06-01,CUS03,606825800.0,504344000.0,321030866.67,0,790138933.33,434576413.33,197534733.33,158027786.67,47,SIMULATED
2024-06-01,CUS04,586028400.0,479073000.0,314553700.0,0,750547700.0,412801235.0,187636925.0,150109540.0,47,SIMULATED
2024-06-01,CUS05,537993866.67,462654000.0,275823266.67,0,724824600.0,398653530.0,181206150.0,144964920.0,47,SIMULATED
2024-06-01,CUS06,571332533.33,424732000.0,330651066.66,0,665413466.67,365977406.67,166353366.67,133082693.33,47,SIMULATED
2024-06-01,CUS07,784456800.0,451052000.0,528860666.67,0,706648133.33,388656473.33,176662033.33,141329626.67,47,SIMULATED
2024-06-01,CUS08,939633600.0,619308000.0,588692400.0,0,970249200.0,533637060.0,242562300.0,194049840.0,47,SIMULATED
2024-06-01,CUS09,869217066.67,741816000.0,448854666.67,0,1162178400.0,639198120.0,290544600.0,232435680.0,47,SIMULATED
2024-06-01,CUS10,794728200.0,686224000.0,405867933.33,0,1075084266.67,591296346.67,268771066.67,215016853.33,47,SIMULATED
2024-07-01,CUS01,982953300.0,686224000.0,799960233.33,0,869217066.67,478069386.67,217304266.67,173843413.33,38,SIMULATED
2024-07-01,CUS02,931455400.0,627417000.0,764144200.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-07-01,CUS03,790138933.33,594546000.0,631593333.33,0,753091600.0,414200380.0,188272900.0,150618320.0,38,SIMULATED
2024-07-01,CUS04,750547700.0,504344000.0,616055966.67,0,638835733.33,351359653.33,159708933.33,127767146.67,38,SIMULATED
2024-07-01,CUS05,724824600.0,479073000.0,597071800.0,0,606825800.0,333754190.0,151706450.0,121365160.0,38,SIMULATED
2024-07-01,CUS06,665413466.67,462654000.0,542039066.67,0,586028400.0,322315620.0,146507100.0,117205680.0,38,SIMULATED
2024-07-01,CUS07,706648133.33,446099000.0,587688400.0,0,565058733.33,310782303.33,141264683.33,113011746.67,38,SIMULATED
2024-07-01,CUS08,970249200.0,451052000.0,849968666.67,0,571332533.33,314232893.33,142833133.33,114266506.67,38,SIMULATED
2024-07-01,CUS09,1162178400.0,619308000.0,997029600.0,0,784456800.0,431451240.0,196114200.0,156891360.0,38,SIMULATED
2024-07-01,CUS10,1075084266.67,741816000.0,877266666.67,0,939633600.0,516798480.0,234908400.0,187926720.0,38,SIMULATED
2024-08-01,CUS01,869217066.67,776160000.0,662241066.67,0,983136000.0,540724800.0,245784000.0,196627200.0,38,SIMULATED
2024-08-01,CUS02,794728200.0,715023000.0,604055400.0,0,905695800.0,498132690.0,226423950.0,181139160.0,38,SIMULATED
2024-08-01,CUS03,753091600.0,627417000.0,585780400.0,0,794728200.0,437100510.0,198682050.0,158945640.0,38,SIMULATED
2024-08-01,CUS04,638835733.33,621258000.0,473166933.33,0,786926800.0,432809740.0,196731700.0,157385360.0,38,SIMULATED
2024-08-01,CUS05,606825800.0,530102000.0,465465266.67,0,671462533.33,369304393.33,167865633.33,134292506.67,38,SIMULATED
2024-08-01,CUS06,586028400.0,504156000.0,451586800.0,0,638597600.0,351228680.0,159649400.0,127719520.0,38,SIMULATED
2024-08-01,CUS07,565058733.33,489366000.0,434561133.33,0,619863600.0,340924980.0,154965900.0,123972720.0,38,SIMULATED
2024-08-01,CUS08,571332533.33,466133000.0,447030400.0,0,590435133.33,324739323.33,147608783.33,118087026.67,38,SIMULATED
2024-08-01,CUS09,784456800.0,451052000.0,664176266.67,0,571332533.33,314232893.33,142833133.33,114266506.67,38,SIMULATED
2024-08-01,CUS10,939633600.0,661713000.0,763176800.0,0,838169800.0,460993390.0,209542450.0,167633960.0,38,SIMULATED
2024-09-01,CUS01,983136000.0,695103000.0,797775200.0,0,880463800.0,484255090.0,220115950.0,176092760.0,38,SIMULATED
2024-09-01,CUS02,905695800.0,798456000.0,692774200.0,0,1011377600.0,556257680.0,252844400.0,202275520.0,38,SIMULATED
2024-09-01,CUS03,794728200.0,715023000.0,604055400.0,0,905695800.0,498132690.0,226423950.0,181139160.0,38,SIMULATED
2024-09-01,CUS04,786926800.0,654129000.0,612492400.0,0,828563400.0,455709870.0,207140850.0,165712680.0,38,SIMULATED
2024-09-01,CUS05,671462533.33,621258000.0,505793733.33,0,786926800.0,432809740.0,196731700.0,157385360.0,38,SIMULATED
2024-09-01,CUS06,638597600.0,560246000.0,489198666.67,0,709644933.33,390304713.33,177411233.33,141928986.67,38,SIMULATED
2024-09-01,CUS07,619863600.0,504156000.0,485422000.0,0,638597600.0,351228680.0,159649400.0,127719520.0,38,SIMULATED
2024-09-01,CUS08,590435133.33,513216000.0,453577533.33,0,650073600.0,357540480.0,162518400.0,130014720.0,38,SIMULATED
2024-09-01,CUS09,571332533.33,466133000.0,447030400.0,0,590435133.33,324739323.33,147608783.33,118087026.67,38,SIMULATED
2024-09-01,CUS10,838169800.0,451052000.0,717889266.67,0,571332533.33,314232893.33,142833133.33,114266506.67,38,SIMULATED
2024-10-01,CUS01,880463800.0,472718000.0,754405666.67,0,598776133.33,329326873.33,149694033.33,119755226.67,38,SIMULATED
2024-10-01,CUS02,1011377600.0,724677000.0,818130400.0,0,917924200.0,504858310.0,229481050.0,183584840.0,38,SIMULATED
