MonthStart,ChannelKey,CostType,AmountVND,SourceCostBucket,AllocationMethod,EvidenceClass,DatasetVersion
2023-03-01,CH04,CHANNEL_FEE,40108032.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-03-01,CH04,TRADE_SPEND,12533760.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-03-01,CH04,VARIABLE_FULFILMENT,5301576.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-03-01,CH05,COGS,373004697.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-03-01,CH05,CHANNEL_FEE,12032409.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-03-01,CH05,TRADE_SPEND,15040512.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-03-01,CH05,VARIABLE_FULFILMENT,6731424.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH01,COGS,1079714227.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-04-01,CH01,CHANNEL_FEE,60951609.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH01,TRADE_SPEND,43536864.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH01,VARIABLE_FULFILMENT,19999656.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH02,COGS,825663820.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-04-01,CH02,CHANNEL_FEE,59927212.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH02,TRADE_SPEND,49273486.08,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH02,VARIABLE_FULFILMENT,14951088.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH03,COGS,614751788.04,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-04-01,CH03,CHANNEL_FEE,112626281.78,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH03,TRADE_SPEND,23463808.7,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH03,VARIABLE_FULFILMENT,10835856.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH04,COGS,317563008.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-04-01,CH04,CHANNEL_FEE,40975872.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH04,TRADE_SPEND,12804960.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH04,VARIABLE_FULFILMENT,5606784.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH05,COGS,381075609.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-04-01,CH05,CHANNEL_FEE,12292761.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH05,TRADE_SPEND,15365952.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-04-01,CH05,VARIABLE_FULFILMENT,6731424.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH01,COGS,1071012403.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-05-01,CH01,CHANNEL_FEE,60460377.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH01,TRADE_SPEND,43185984.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH01,VARIABLE_FULFILMENT,19999656.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH02,COGS,819009484.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-05-01,CH02,CHANNEL_FEE,59444236.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH02,TRADE_SPEND,48876372.48,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH02,VARIABLE_FULFILMENT,14951088.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH03,COGS,613391361.64,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-05-01,CH03,CHANNEL_FEE,112377043.35,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH03,TRADE_SPEND,23411884.03,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH03,VARIABLE_FULFILMENT,10835856.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH04,COGS,315003648.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-05-01,CH04,CHANNEL_FEE,40645632.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH04,TRADE_SPEND,12701760.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH04,VARIABLE_FULFILMENT,5606784.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH05,COGS,378004377.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-05-01,CH05,CHANNEL_FEE,12193689.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH05,TRADE_SPEND,15242112.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-05-01,CH05,VARIABLE_FULFILMENT,6731424.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH01,COGS,1072550400.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-06-01,CH01,CHANNEL_FEE,60547200.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH01,TRADE_SPEND,43248000.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH01,VARIABLE_FULFILMENT,19999656.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH02,COGS,820185600.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-06-01,CH02,CHANNEL_FEE,59529600.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH02,TRADE_SPEND,48946560.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH02,VARIABLE_FULFILMENT,14951088.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH03,COGS,617871456.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-06-01,CH03,CHANNEL_FEE,113197824.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH03,TRADE_SPEND,23582880.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH03,VARIABLE_FULFILMENT,10835856.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH04,COGS,315456000.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-06-01,CH04,CHANNEL_FEE,40704000.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH04,TRADE_SPEND,12720000.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH04,VARIABLE_FULFILMENT,5606784.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH05,COGS,378547200.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-06-01,CH05,CHANNEL_FEE,12211200.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH05,TRADE_SPEND,15264000.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-06-01,CH05,VARIABLE_FULFILMENT,6731424.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH01,COGS,1073845555.2,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-07-01,CH01,CHANNEL_FEE,60620313.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH01,TRADE_SPEND,43300224.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH01,VARIABLE_FULFILMENT,19999656.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH02,COGS,821176012.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-07-01,CH02,CHANNEL_FEE,59601484.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH02,TRADE_SPEND,49005665.28,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH02,VARIABLE_FULFILMENT,14951088.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH03,COGS,622221162.39,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-07-01,CH03,CHANNEL_FEE,113994716.77,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH03,TRADE_SPEND,23748899.33,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH03,VARIABLE_FULFILMENT,10835856.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH04,COGS,315836928.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-07-01,CH04,CHANNEL_FEE,40753152.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH04,TRADE_SPEND,12735360.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH04,VARIABLE_FULFILMENT,5606784.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH05,COGS,379004313.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-07-01,CH05,CHANNEL_FEE,12225945.6,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH05,TRADE_SPEND,15282432.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-07-01,CH05,VARIABLE_FULFILMENT,6731424.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH01,COGS,1107802905.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-08-01,CH01,CHANNEL_FEE,62537260.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH01,TRADE_SPEND,44669472.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH01,VARIABLE_FULFILMENT,19999656.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH02,COGS,847143398.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-08-01,CH02,CHANNEL_FEE,61486214.4,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH02,TRADE_SPEND,50555331.84,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH02,VARIABLE_FULFILMENT,14951088.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH03,COGS,645614710.62,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-08-01,CH03,CHANNEL_FEE,118280557.67,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH03,TRADE_SPEND,24641782.85,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH03,VARIABLE_FULFILMENT,11148000.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH04,COGS,325824384.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-08-01,CH04,CHANNEL_FEE,42041856.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH04,TRADE_SPEND,13138080.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH04,VARIABLE_FULFILMENT,5878080.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH05,COGS,390989260.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-08-01,CH05,CHANNEL_FEE,12612556.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH05,TRADE_SPEND,15765696.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-08-01,CH05,VARIABLE_FULFILMENT,7063416.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH01,COGS,1153335705.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-09-01,CH01,CHANNEL_FEE,65107660.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH01,TRADE_SPEND,46505472.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH01,VARIABLE_FULFILMENT,20995632.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH02,COGS,881962598.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-09-01,CH02,CHANNEL_FEE,64013414.4,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH02,TRADE_SPEND,52633251.84,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH02,VARIABLE_FULFILMENT,16221816.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH03,COGS,676021048.93,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-09-01,CH03,CHANNEL_FEE,123851184.54,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH03,TRADE_SPEND,25802330.11,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH03,VARIABLE_FULFILMENT,11504736.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH04,COGS,339216384.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-09-01,CH04,CHANNEL_FEE,43769856.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH04,TRADE_SPEND,13678080.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH04,VARIABLE_FULFILMENT,6285024.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH05,COGS,407059660.8,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-09-01,CH05,CHANNEL_FEE,13130956.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH05,TRADE_SPEND,16413696.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-09-01,CH05,VARIABLE_FULFILMENT,8265456.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH01,COGS,1210808217.6,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-10-01,CH01,CHANNEL_FEE,68352076.8,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH01,TRADE_SPEND,48822912.0,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH01,VARIABLE_FULFILMENT,22564008.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH02,COGS,925912166.4,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-10-01,CH02,CHANNEL_FEE,67203302.4,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH02,TRADE_SPEND,55256048.64,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH02,VARIABLE_FULFILMENT,17194896.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH03,COGS,713771444.28,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-10-01,CH03,CHANNEL_FEE,130767287.5,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH03,TRADE_SPEND,27243184.9,TRADE_SPEND,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH03,VARIABLE_FULFILMENT,12162468.0,FULFILMENT,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
2023-10-01,CH04,COGS,356120064.0,AUTHORITATIVE_CHANNEL_MONTH_COGS,PRO_RATA_PRELIM_COGS,SIMULATED,final_v1.0.0
2023-10-01,CH04,CHANNEL_FEE,45950976.0,CHANNEL_FEE,NET_REVENUE_SHARE,DERIVED,final_v1.0.0
