LineID,OrderID,Date,MonthStart,SKUKey,CustomerKey,ChannelKey,CompanyKey,Region,UnitsCorrected,UnitPriceVND,GrossSalesVND,DiscountVND,ReturnsVND,RebatesVND,VoucherSupportVND,NetRevenueVND,PreliminaryCOGSVND,COGSScaleFactor,CorrectedCOGSVND,AllocatedChannelFeeVND,AllocatedTradeSpendVND,AllocatedVariableFulfilmentVND,ContributionProfitVND,AllocationMethod,AllocationDriver,SourceCostBucket,EvidenceClass,IsIntercompany,IsStockout
VN000000011,ORD00000011,2023-01-01,2023-01-01,SKU011,CUS01,CH01,VN,North,3000,35000,105000000.0,4200000.0,630000.0,0,0,100170000.0,31500000.0,1.39568,43963916.25,3641530.05,2601092.9,1202040.0,48761420.8,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000012,ORD00000012,2023-01-01,2023-01-01,SKU012,CUS02,CH01,VN,South,4000,29000,116000000.0,4640000.0,696000.0,0,0,110664000.0,45240000.0,1.39568,63140557.82,4023023.68,2873588.34,1327968.0,39298862.16,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000013,ORD00000013,2023-01-01,2023-01-01,SKU001,CUS02,CH02,VN,South,5000,31000,155000000.0,6200000.0,930000.0,0,0,147870000.0,62000000.0,1.398698,86719305.86,7008695.65,5762705.31,1774440.0,46604853.18,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000014,ORD00000014,2023-01-01,2023-01-01,SKU002,CUS03,CH02,VN,Central,3000,36000,108000000.0,4320000.0,648000.0,0,0,103032000.0,38880000.0,1.398698,54381396.96,4883478.26,4015304.35,1236384.0,38515436.43,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000015,ORD00000015,2023-01-01,2023-01-01,SKU003,CUS04,CH02,VN,North,3000,32000,96000000.0,3840000.0,576000.0,0,0,91584000.0,36480000.0,1.398698,51024520.61,4340869.57,3569159.42,1099008.0,31550442.4,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000016,ORD00000016,2023-01-01,2023-01-01,SKU004,CUS05,CH02,VN,South,4000,28000,112000000.0,4480000.0,672000.0,0,0,106848000.0,49280000.0,1.398698,68927861.17,5064347.83,4164019.32,1282176.0,27409595.68,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000017,ORD00000017,2023-01-01,2023-01-01,SKU005,CUS06,CH02,VN,Central,4000,27000,108000000.0,4320000.0,648000.0,0,0,103032000.0,49680000.0,1.398698,69487340.56,4883478.26,4015304.35,1236384.0,23409492.83,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000018,ORD00000018,2023-01-01,2023-01-01,SKU006,CUS07,CH02,VN,North,3000,30000,90000000.0,3600000.0,540000.0,0,0,85860000.0,37800000.0,1.398698,52870802.6,4069565.22,3346086.96,1030320.0,24543225.22,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000019,ORD00000019,2023-01-01,2023-01-01,SKU007,CUS08,CH02,VN,South,5000,23000,115000000.0,4600000.0,690000.0,0,0,109710000.0,63250000.0,1.398698,88467678.96,5200000.0,4275555.56,1316520.0,10450245.48,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000020,ORD00000020,2023-01-01,2023-01-01,SKU008,CUS09,CH02,VN,Central,4000,25000,100000000.0,4000000.0,600000.0,0,0,95400000.0,52000000.0,1.398698,72732321.04,4521739.13,3717874.4,1144800.0,13283265.43,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000021,ORD00000021,2023-01-01,2023-01-01,SKU009,CUS10,CH02,VN,North,5000,21000,105000000.0,4200000.0,630000.0,0,0,100170000.0,60900000.0,1.398698,85180737.53,4747826.09,3903768.12,1202040.0,5135628.26,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000022,ORD00000022,2023-01-01,2023-01-01,SKU010,CUS01,CH02,VN,North,4000,24000,96000000.0,3840000.0,576000.0,0,0,91584000.0,48000000.0,1.398698,67137527.11,4340869.57,3569159.42,1099008.0,15437435.9,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000023,ORD00000023,2023-01-01,2023-01-01,SKU011,CUS02,CH02,VN,South,2000,35000,70000000.0,2800000.0,420000.0,0,0,66780000.0,21000000.0,1.398698,29372668.11,3165217.39,2602512.08,801360.0,30838242.42,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000024,ORD00000024,2023-01-01,2023-01-01,SKU012,CUS03,CH02,VN,Central,3000,29000,87000000.0,3480000.0,522000.0,0,0,82998000.0,33930000.0,1.398698,47457839.49,3933913.04,3234550.72,995976.0,27375720.75,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000025,ORD00000025,2023-01-01,2023-01-01,SKU001,CUS03,CH03,VN,Central,3000,31000,93000000.0,6045000.0,558000.0,0,0,86397000.0,37200000.0,1.531708,56979522.02,11673414.04,2431961.26,1036764.0,14275338.68,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000026,ORD00000026,2023-01-01,2023-01-01,SKU002,CUS04,CH03,VN,North,2000,36000,72000000.0,4680000.0,432000.0,0,0,66888000.0,25920000.0,1.531708,39701860.5,9037481.84,1882808.72,802656.0,15463192.94,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000027,ORD00000027,2023-01-01,2023-01-01,SKU003,CUS05,CH03,VN,South,2000,32000,64000000.0,4160000.0,384000.0,0,0,59456000.0,24320000.0,1.531708,37251128.37,8033317.19,1673607.75,713472.0,11784474.69,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000028,ORD00000028,2023-01-01,2023-01-01,SKU004,CUS06,CH03,VN,Central,3000,28000,84000000.0,5460000.0,504000.0,0,0,78036000.0,36960000.0,1.531708,56611912.2,10543728.81,2196610.17,936432.0,7747316.82,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000029,ORD00000029,2023-01-01,2023-01-01,SKU005,CUS07,CH03,VN,North,3000,27000,81000000.0,5265000.0,486000.0,0,0,75249000.0,37260000.0,1.531708,57071424.47,10167167.07,2118159.81,902988.0,4989260.65,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000030,ORD00000030,2023-01-01,2023-01-01,SKU006,CUS08,CH03,VN,South,2000,30000,60000000.0,3900000.0,360000.0,0,0,55740000.0,25200000.0,1.531708,38599031.04,7531234.87,1569007.26,668880.0,7371846.83,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000031,ORD00000031,2023-01-01,2023-01-01,SKU007,CUS09,CH03,VN,Central,3000,23000,69000000.0,4485000.0,414000.0,0,0,64101000.0,37950000.0,1.531708,58128302.7,8660920.1,1804358.35,769212.0,-5261793.15,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000032,ORD00000032,2023-01-01,2023-01-01,SKU008,CUS10,CH03,VN,North,3000,25000,75000000.0,4875000.0,450000.0,0,0,69675000.0,39000000.0,1.531708,59736595.66,9414043.58,1961259.08,836100.0,-2272998.32,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000033,ORD00000033,2023-01-01,2023-01-01,SKU009,CUS01,CH03,VN,North,3000,21000,63000000.0,4095000.0,378000.0,0,0,58527000.0,36540000.0,1.531708,55968595.01,7907796.61,1647457.63,702324.0,-7699173.25,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000034,ORD00000034,2023-01-01,2023-01-01,SKU010,CUS02,CH03,VN,South,3000,24000,72000000.0,4680000.0,432000.0,0,0,66888000.0,36000000.0,1.531708,55141472.92,9037481.84,1882808.72,802656.0,23580.52,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000035,ORD00000035,2023-01-01,2023-01-01,SKU011,CUS03,CH03,VN,Central,1000,35000,35000000.0,2275000.0,210000.0,0,0,32515000.0,10500000.0,1.531708,16082929.6,4393220.34,915254.24,390180.0,10733415.82,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000036,ORD00000036,2023-01-01,2023-01-01,SKU012,CUS04,CH03,VN,North,2000,29000,58000000.0,3770000.0,348000.0,0,0,53882000.0,22620000.0,1.531708,34647225.51,7280193.7,1516707.02,646584.0,9791289.77,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000037,ORD00000037,2023-01-01,2023-01-01,SKU001,CUS04,CH04,VN,North,2000,31000,62000000.0,2480000.0,1116000.0,0,0,58404000.0,24800000.0,1.423583,35304855.3,5076332.62,1586353.94,700848.0,15735610.14,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000038,ORD00000038,2023-01-01,2023-01-01,SKU002,CUS05,CH04,VN,South,1000,36000,36000000.0,1440000.0,648000.0,0,0,33912000.0,12960000.0,1.423583,18449634.06,2947547.97,921108.74,406944.0,11186765.23,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000039,ORD00000039,2023-01-01,2023-01-01,SKU003,CUS06,CH04,VN,Central,1000,32000,32000000.0,1280000.0,576000.0,0,0,30144000.0,12160000.0,1.423583,17310767.76,2620042.64,818763.33,361728.0,9032698.27,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000040,ORD00000040,2023-01-01,2023-01-01,SKU004,CUS07,CH04,VN,North,2000,28000,56000000.0,2240000.0,1008000.0,0,0,52752000.0,24640000.0,1.423583,35077082.04,4585074.63,1432835.82,633024.0,11023983.51,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000041,ORD00000041,2023-01-01,2023-01-01,SKU005,CUS08,CH04,VN,South,1000,27000,27000000.0,1080000.0,486000.0,0,0,25434000.0,12420000.0,1.423583,17680899.31,2210660.98,690831.56,305208.0,4546400.15,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000042,ORD00000042,2023-01-01,2023-01-01,SKU006,CUS09,CH04,VN,Central,1000,30000,30000000.0,1200000.0,540000.0,0,0,28260000.0,12600000.0,1.423583,17937144.22,2456289.98,767590.62,339120.0,6759855.18,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000043,ORD00000043,2023-01-01,2023-01-01,SKU007,CUS10,CH04,VN,North,2000,23000,46000000.0,1840000.0,828000.0,0,0,43332000.0,25300000.0,1.423583,36016646.74,3766311.3,1176972.28,519984.0,1852085.68,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000044,ORD00000044,2023-01-01,2023-01-01,SKU008,CUS01,CH04,VN,North,2000,25000,50000000.0,2000000.0,900000.0,0,0,47100000.0,26000000.0,1.423583,37013154.75,4093816.63,1279317.7,565200.0,4148510.92,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000045,ORD00000045,2023-01-01,2023-01-01,SKU009,CUS02,CH04,VN,South,2000,21000,42000000.0,1680000.0,756000.0,0,0,39564000.0,24360000.0,1.423583,34678478.83,3438805.97,1074626.87,474768.0,-102679.67,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000046,ORD00000046,2023-01-01,2023-01-01,SKU010,CUS03,CH04,VN,Central,1000,24000,24000000.0,960000.0,432000.0,0,0,22608000.0,12000000.0,1.423583,17082994.5,1965031.98,614072.49,271296.0,2674605.03,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000047,ORD00000047,2023-01-01,2023-01-01,SKU011,CUS04,CH04,VN,North,1000,35000,35000000.0,1400000.0,630000.0,0,0,32970000.0,10500000.0,1.423583,14947620.19,2865671.64,895522.39,395640.0,13865545.78,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000048,ORD00000048,2023-01-01,2023-01-01,SKU012,CUS05,CH04,VN,South,1000,29000,29000000.0,1160000.0,522000.0,0,0,27318000.0,11310000.0,1.423583,16100722.3,2374413.65,742004.26,327816.0,7773043.79,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000049,ORD00000049,2023-01-01,2023-01-01,SKU001,CUS05,CH05,VN,South,2000,31000,62000000.0,2480000.0,372000.0,0,0,59148000.0,24800000.0,1.449174,35939520.35,1284604.32,1605755.4,709776.0,19608343.93,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000050,ORD00000050,2023-01-01,2023-01-01,SKU002,CUS06,CH05,VN,Central,2000,36000,72000000.0,2880000.0,432000.0,0,0,68688000.0,25920000.0,1.449174,37562595.46,1491798.56,1864748.2,824256.0,26944601.78,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000051,ORD00000051,2023-01-01,2023-01-01,SKU003,CUS07,CH05,VN,North,1000,32000,32000000.0,1280000.0,192000.0,0,0,30528000.0,12160000.0,1.449174,17621958.37,663021.58,828776.98,366336.0,11047907.07,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000052,ORD00000052,2023-01-01,2023-01-01,SKU004,CUS08,CH05,VN,South,2000,28000,56000000.0,2240000.0,336000.0,0,0,53424000.0,24640000.0,1.449174,35707652.48,1160287.77,1450359.71,641088.0,14464612.04,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000053,ORD00000053,2023-01-01,2023-01-01,SKU005,CUS09,CH05,VN,Central,2000,27000,54000000.0,2160000.0,324000.0,0,0,51516000.0,24840000.0,1.449174,35997487.32,1118848.92,1398561.15,618192.0,12382910.61,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000054,ORD00000054,2023-01-01,2023-01-01,SKU006,CUS10,CH05,VN,North,1000,30000,30000000.0,1200000.0,180000.0,0,0,28620000.0,12600000.0,1.449174,18259595.02,621582.73,776978.42,343440.0,8618403.83,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000055,ORD00000055,2023-01-01,2023-01-01,SKU007,CUS01,CH05,VN,North,2000,23000,46000000.0,1840000.0,276000.0,0,0,43884000.0,25300000.0,1.449174,36664107.45,953093.53,1191366.91,526608.0,4548824.11,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000056,ORD00000056,2023-01-01,2023-01-01,SKU008,CUS02,CH05,VN,South,2000,25000,50000000.0,2000000.0,300000.0,0,0,47700000.0,26000000.0,1.449174,37678529.4,1035971.22,1294964.03,572400.0,7118135.35,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000057,ORD00000057,2023-01-01,2023-01-01,SKU009,CUS03,CH05,VN,Central,2000,21000,42000000.0,1680000.0,252000.0,0,0,40068000.0,24360000.0,1.449174,35301883.7,870215.83,1087769.78,480816.0,2327314.69,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000058,ORD00000058,2023-01-01,2023-01-01,SKU010,CUS04,CH05,VN,North,2000,24000,48000000.0,1920000.0,288000.0,0,0,45792000.0,24000000.0,1.449174,34780180.98,994532.37,1243165.47,549504.0,8224617.18,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000059,ORD00000059,2023-01-01,2023-01-01,SKU011,CUS05,CH05,VN,South,1000,35000,35000000.0,1400000.0,210000.0,0,0,33390000.0,10500000.0,1.449174,15216329.18,725179.86,906474.82,400680.0,16141336.14,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000060,ORD00000060,2023-01-01,2023-01-01,SKU012,CUS06,CH05,VN,Central,1000,29000,29000000.0,1160000.0,174000.0,0,0,27666000.0,11310000.0,1.449174,16390160.29,600863.31,751079.14,331992.0,9591905.26,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000061,ORD00000061,2023-02-01,2023-02-01,SKU001,CUS02,CH01,VN,South,6000,31000,186000000.0,7440000.0,1116000.0,0,0,177444000.0,74400000.0,1.409374,104857421.73,6540518.69,4671799.06,2129328.0,59244932.52,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000062,ORD00000062,2023-02-01,2023-02-01,SKU002,CUS03,CH01,VN,Central,4000,36000,144000000.0,5760000.0,864000.0,0,0,137376000.0,51840000.0,1.409374,73061945.46,5063627.37,3616876.69,1648512.0,53985038.48,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000063,ORD00000063,2023-02-01,2023-02-01,SKU003,CUS04,CH01,VN,North,4000,32000,128000000.0,5120000.0,768000.0,0,0,122112000.0,48640000.0,1.409374,68551948.83,4501002.11,3215001.5,1465344.0,44378703.56,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000064,ORD00000064,2023-02-01,2023-02-01,SKU004,CUS05,CH01,VN,South,6000,28000,168000000.0,6720000.0,1008000.0,0,0,160272000.0,73920000.0,1.409374,104180922.23,5907565.26,4219689.47,1923264.0,44040559.04,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000065,ORD00000065,2023-02-01,2023-02-01,SKU005,CUS06,CH01,VN,Central,5000,27000,135000000.0,5400000.0,810000.0,0,0,128790000.0,62100000.0,1.409374,87522122.17,4747150.66,3390821.9,1545480.0,31584425.27,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000066,ORD00000066,2023-02-01,2023-02-01,SKU006,CUS07,CH01,VN,North,4000,30000,120000000.0,4800000.0,720000.0,0,0,114480000.0,50400000.0,1.409374,71032446.98,4219689.47,3014063.91,1373760.0,34840039.64,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000067,ORD00000067,2023-02-01,2023-02-01,SKU007,CUS08,CH01,VN,South,6000,23000,138000000.0,5520000.0,828000.0,0,0,131652000.0,75900000.0,1.409374,106971482.65,4852642.9,3466173.5,1579824.0,14781876.95,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000068,ORD00000068,2023-02-01,2023-02-01,SKU008,CUS09,CH01,VN,Central,5000,25000,125000000.0,5000000.0,750000.0,0,0,119250000.0,65000000.0,1.409374,91609306.61,4395509.87,3139649.91,1431000.0,18674533.61,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000069,ORD00000069,2023-02-01,2023-02-01,SKU009,CUS10,CH01,VN,North,6000,21000,126000000.0,5040000.0,756000.0,0,0,120204000.0,73080000.0,1.409374,102997048.11,4430673.95,3164767.11,1442448.0,8169062.83,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000070,ORD00000070,2023-02-01,2023-02-01,SKU010,CUS01,CH01,VN,North,5000,24000,120000000.0,4800000.0,720000.0,0,0,114480000.0,60000000.0,1.409374,84562436.88,4219689.47,3014063.91,1373760.0,21310049.74,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000071,ORD00000071,2023-02-01,2023-02-01,SKU011,CUS02,CH01,VN,South,3000,35000,105000000.0,4200000.0,630000.0,0,0,100170000.0,31500000.0,1.409374,44395279.36,3692228.29,2637305.92,1202040.0,48243146.43,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000072,ORD00000072,2023-02-01,2023-02-01,SKU012,CUS03,CH01,VN,Central,4000,29000,116000000.0,4640000.0,696000.0,0,0,110664000.0,45240000.0,1.409374,63760077.39,4079033.16,2913595.11,1327968.0,38583326.34,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000073,ORD00000073,2023-02-01,2023-02-01,SKU001,CUS03,CH02,VN,Central,5000,31000,155000000.0,6200000.0,930000.0,0,0,147870000.0,62000000.0,1.387173,86004738.78,6950944.0,5715220.62,1774440.0,47424656.6,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000074,ORD00000074,2023-02-01,2023-02-01,SKU002,CUS04,CH02,VN,North,3000,36000,108000000.0,4320000.0,648000.0,0,0,103032000.0,38880000.0,1.387173,53933294.25,4843238.4,3982218.24,1236384.0,39036865.11,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000075,ORD00000075,2023-02-01,2023-02-01,SKU003,CUS05,CH02,VN,South,3000,32000,96000000.0,3840000.0,576000.0,0,0,91584000.0,36480000.0,1.387173,50604078.56,4305100.8,3539749.55,1099008.0,32036063.09,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
VN000000076,ORD00000076,2023-02-01,2023-02-01,SKU004,CUS06,CH02,VN,Central,4000,28000,112000000.0,4480000.0,672000.0,0,0,106848000.0,49280000.0,1.387173,68359895.6,5022617.6,4129707.8,1282176.0,28053603.0,NET_REVENUE_SHARE,row_net_revenue / month_channel_net_revenue,COMMERCIAL_COSTS,DERIVED,false,false
