company_id,ticker,report_year,period_type,scope,metric,metric_original_label,value,comparative_value,unit,reported_or_calculated,source_file,source_page,source_url,extraction_method,confidence,review_status,extraction_timestamp_utc,note
Masan Consumer,MCH,2018,FY,consolidated,operating_profit,Operating profit,4299943755004.0,3002837526845.0,VND,reported,MCH_Audited_Consolidated_FS_2018.pdf,11,https://masanconsumer.com/wp-content/uploads/2024/12/2018-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2018,FY,consolidated,npat,Net profit after tax,2245997676081.0,,VND,reported,MCH_Audited_Consolidated_FS_2018.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2018-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2018,FY,consolidated,cash,Cash and cash equivalents,119982.0,4235913074249.0,VND,reported,MCH_Audited_Consolidated_FS_2018.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2018-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2018,FY,consolidated,inventory,Inventories,1215429352783.0,1010974147574.0,VND,reported,MCH_Audited_Consolidated_FS_2018.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2018-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2018,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,3320223205307.0,3387677592708.0,VND,calculated,MCH_Audited_Consolidated_FS_2018.pdf,8,https://masanconsumer.com/wp-content/uploads/2024/12/2018-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.
Masan Consumer,MCH,2019,FY,consolidated,revenue,Net revenue,18487541836508.0,17006475612957.0,VND,reported,MCH_Audited_Consolidated_FS_2019.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2019,FY,consolidated,operating_profit,Net operating profit,4512785562686.0,3913307416776.0,VND,reported,MCH_Audited_Consolidated_FS_2019.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2019,FY,consolidated,npat,Net profit after tax,3397479417622.0,,VND,reported,MCH_Audited_Consolidated_FS_2019.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2019,FY,consolidated,cash,Cash and cash equivalents,2191361038968.0,1669119982526.0,VND,reported,MCH_Audited_Consolidated_FS_2019.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2019,FY,consolidated,inventory,Inventories,1168106286708.0,1215429352783.0,VND,reported,MCH_Audited_Consolidated_FS_2019.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2019,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,5239458247040.0,41142136776.0,VND,calculated,MCH_Audited_Consolidated_FS_2019.pdf,8,https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.
Masan Consumer,MCH,2020,FY,consolidated,revenue,Net revenue,23342734481397.0,18487541836508.0,VND,reported,MCH_Audited_Consolidated_FS_2020.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2020,FY,consolidated,gross_profit,Gross profit,7957673522563.0,,VND,reported,MCH_Audited_Consolidated_FS_2020.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2020,FY,consolidated,cash,Cash and cash equivalents,2191361038968.0,,VND,reported,MCH_Audited_Consolidated_FS_2020.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2020,FY,consolidated,inventory,Inventories,1168106286708.0,,VND,reported,MCH_Audited_Consolidated_FS_2020.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2020,FY,consolidated,operating_cash_flow,Net cash flows from operating activities,4678338462250.0,3968297183142.0,VND,reported,MCH_Audited_Consolidated_FS_2020.pdf,11,https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2020,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,7448137878284.0,5113137141496.0,VND,calculated,MCH_Audited_Consolidated_FS_2020.pdf,8,https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.
Masan Consumer,MCH,2021,FY,consolidated,revenue,Net revenue,27773635217733.0,23342734481397.0,VND,reported,MCH_Audited_Consolidated_FS_2021.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2021,FY,consolidated,operating_profit,Net operating profit,6413244065678.0,,VND,reported,MCH_Audited_Consolidated_FS_2021.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2021,FY,consolidated,npat,Netprofit after tax,5526176998515.0,4597571255342.0,VND,reported,MCH_Audited_Consolidated_FS_2021.pdf,10,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2021,FY,consolidated,cash,Cash and cash equivalents,13013125962658.0,3818494309952.0,VND,reported,MCH_Audited_Consolidated_FS_2021.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2021,FY,consolidated,inventory,Inventories,2254893287268.0,1841626811696.0,VND,reported,MCH_Audited_Consolidated_FS_2021.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2021,FY,consolidated,operating_cash_flow,Net cash flows from operating activities,5816347040287.0,,VND,reported,MCH_Audited_Consolidated_FS_2021.pdf,11,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2021,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,7724066273804.0,787689223375.0,VND,calculated,MCH_Audited_Consolidated_FS_2021.pdf,8,https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.
Masan Consumer,MCH,2022,FY,consolidated,revenue,Net revenue,26977273170028.0,27773635217733.0,VND,reported,MCH_Audited_Consolidated_FS_2022.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2022,FY,consolidated,operating_profit,Netoperating profit,6266111689172.0,,VND,reported,MCH_Audited_Consolidated_FS_2022.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2022,FY,consolidated,cash,Cash and cash equivalents,13013.0,962658.0,VND,reported,MCH_Audited_Consolidated_FS_2022.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2022,FY,consolidated,inventory,Inventories,2501747857460.0,2254893287268.0,VND,reported,MCH_Audited_Consolidated_FS_2022.pdf,6,https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2022,FY,consolidated,operating_cash_flow,Net cash flows from operating activities,2484192864010.0,5816347040287.0,VND,reported,MCH_Audited_Consolidated_FS_2022.pdf,11,https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2022,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,7400966011415.0,8508730580876.0,VND,calculated,MCH_Audited_Consolidated_FS_2022.pdf,8,https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.
Masan Consumer,MCH,2023,FY,consolidated,revenue,Doanh thu,28395714292201.0,27178348373405.0,VND,reported,MCH_Audited_Consolidated_FS_2023.pdf,9,https://masanconsumer.com/wp-content/uploads/2024/12/110.-MSC-Consol-Audited-FY2023-VN-2.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,revenue,Net revenue,30897225625237.0,28240992632837.0,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,9,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,gross_profit,Gross profit,14404685240219.0,12974368337730.0,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,9,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,operating_profit,Net operating profit,9012591353499.0,,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,9,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,npat,Net profit after tax,7920537530999.0,,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,10,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,high,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,total_assets,TOTAL ASSETS,27899960446330.0,40552688935453.0,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,7,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,cash,Cash and cash equivalents,5677335607288.0,5789870873591.0,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,6,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,inventory,Inventories,2582184604799.0,2178374332996.0,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,6,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,operating_cash_flow,Net cash flows from operating activities,9227283460294.0,6255585564207.0,VND,reported,MCH_Audited_Consolidated_FS_2024.pdf,11,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2024,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,10831045462131.0,8696190693331.0,VND,calculated,MCH_Audited_Consolidated_FS_2024.pdf,8,https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.
Masan Consumer,MCH,2025,FY,consolidated,revenue,Net revenue,30556536605941.0,30897225625237.0,VND,reported,MCH_Audited_Consolidated_FS_2025.pdf,9,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2025,FY,consolidated,gross_profit,Gross profit,13906342626057.0,14404685240219.0,VND,reported,MCH_Audited_Consolidated_FS_2025.pdf,9,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2025,FY,consolidated,operating_profit,Net operating profit,7764684316903.0,9012591353499.0,VND,reported,MCH_Audited_Consolidated_FS_2025.pdf,9,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2025,FY,consolidated,npat,Net profit after tax,6764148714587.0,7920537530999.0,VND,reported,MCH_Audited_Consolidated_FS_2025.pdf,10,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,high,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2025,FY,consolidated,cash,Cash and cash equivalents,8275458100956.0,5677335607288.0,VND,reported,MCH_Audited_Consolidated_FS_2025.pdf,6,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2025,FY,consolidated,inventory,Inventories,2894567995116.0,2582184604799.0,VND,reported,MCH_Audited_Consolidated_FS_2025.pdf,6,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,medium,needs_human_review,,RapidOCR grouped line; code/note/year values filtered before amount selection. Canonical candidate selected by metric/page rule; independent review required.
Masan Consumer,MCH,2025,FY,consolidated,total_debt,Calculated total debt = short-term borrowings + long-term borrowings,9624663985993.0,10831045462131.0,VND,calculated,MCH_Audited_Consolidated_FS_2025.pdf,8,https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf,ocr_rapidocr,medium,needs_human_review,,OCR components aggregated; verify both borrowings rows against balance sheet.

