"company","ticker","report_year","document_type","language","official_index_url","drive_folder_url","acquisition_status","qa_status","notes"
"Masan Consumer","MCH","2020","Annual Report","EN","https://masanconsumer.com/en/annual-report/","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","GAP","OFFICIAL_ATTACHMENT_UNAVAILABLE","Report page/search index exists, but current official attachment is missing or returns 404; fill only from official exchange/company filing"
"Masan Consumer","MCH","2021","Annual Report","EN","https://masanconsumer.com/en/annual-report/","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official current media URL"
"Masan Consumer","MCH","2022","Annual Report","EN","https://masanconsumer.com/en/annual-report/","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official current media URL"
"Masan Consumer","MCH","2023","Annual Report","EN","https://masanconsumer.com/en/annual-report/","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official current media URL"
"Masan Consumer","MCH","2024","Annual Report","EN","https://masanconsumer.com/en/annual-report/","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official current media URL"
"Masan Consumer","MCH","2025","Annual Report","EN","https://masanconsumer.com/en/annual-report/","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official current media URL"
"Masan Consumer","MCH",2016,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/2016-Consolidated-Financial-Statement-audited.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2016"
"Masan Consumer","MCH",2017,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/Consolidated-Financial-Statements-3.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","REVIEW_REQUIRED","CONTENT_DUPLICATE_WITH_2016","Official endpoint returned byte-identical PDF to FY2016 (SHA-256 6f6c6394...); do not use as FY2017 evidence until an independent official copy is found."
"Masan Consumer","MCH",2018,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/2018-Consolidated-Financial-Statement-audited.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2018"
"Masan Consumer","MCH",2019,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/2019-Consolidated-Financial-Statement-audited.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2019"
"Masan Consumer","MCH",2020,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/2020-consolidated-financial-statement-audited.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2020"
"Masan Consumer","MCH",2021,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/2021-Consolidated-Financial-Statement-audited.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2021"
"Masan Consumer","MCH",2022,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/2022-Consolidated-Financial-Statement-audited.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2022"
"Masan Consumer","MCH",2023,"Audited Consolidated Financial Statement","VI/EN","https://masanconsumer.com/wp-content/uploads/2024/12/110.-MSC-Consol-Audited-FY2023-VN-2.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2023"
"Masan Consumer","MCH",2024,"Audited Consolidated Financial Statement","EN","https://masanconsumer.com/wp-content/uploads/2025/03/110.-MSC-Consol-Audited-FY2024-EN.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2024"
"Masan Consumer","MCH",2025,"Audited Consolidated Financial Statement","EN","https://masanconsumer.com/wp-content/uploads/2026/03/110.-MSC-Consol-Audited-FY2025-EN.pdf","https://drive.google.com/drive/folders/1r0C9m7AzuJQAr3kr73wKQ4XA2bd7S2Vx","UPLOADED","PDF_MAGIC_VERIFIED","Official MCH Financial Information endpoint; consolidated audited FY2025"
