company_id,ticker,company_name,peer_role,period_type,fiscal_year,scope,audited_status,currency,scale,accounting_standard,restatement_status,metric,value,unit,value_status,reported_or_calculated,source_document_id,source_url,source_page,source_file_drive_id,comparability_status,comparability_note,confidence,review_status,extraction_method,extraction_timestamp_utc
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2021,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,net_revenue_vnd_bn,7335,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2024,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,gross_profit_vnd_bn,3484,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2024,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_before_tax_vnd_bn,2645,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2024,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_after_tax_vnd_bn,2377,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2024,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,total_assets_vnd_bn,13808,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2024,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,owners_equity_vnd_bn,10002,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2025,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,net_revenue_vnd_bn,10575,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2025,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,gross_profit_vnd_bn,3525,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2025,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_before_tax_vnd_bn,2212,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2025,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,profit_after_tax_vnd_bn,1916,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2025,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,total_assets_vnd_bn,14350,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2025,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,owners_equity_vnd_bn,10646,VND_bn,reported_value,reported,QNS_Annual_Report_2025.pdf,https://drive.google.com/file/d/15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2/view,27-28,15mGdakHpBm2hqXbRnDRubgSGR1R9oQf2,partially_comparable,Annual report management summary table; consolidated VND bn; not audited statement page,high,reviewed,table,2026-08-30T00:00:00Z
