record_id,company_id,ticker,company_name,peer_role,period_type,fiscal_year,fiscal_quarter,start_date,end_date,months_in_period,scope,audited_status,currency,scale,accounting_standard,restatement_status,fiscal_year_end,metric,metric_original_label,value,unit,value_vnd_bn,value_status,null_reason,reported_or_calculated,calculation_definition,source_document_id,source_url,source_page,source_file_drive_id,comparability_status,comparability_note,confidence,review_status,extraction_method,extraction_timestamp_utc
VNM-2017-operating_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2017,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2017-profit_before_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,profit_before_tax_vnd_bn,Profit before tax,12229,VND_bn,12229,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2017-profit_after_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,profit_after_tax_vnd_bn,Profit after tax,10278,VND_bn,10278,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2017-total_assets_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,total_assets_vnd_bn,Total assets,34667,VND_bn,34667,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2017-owners_equity_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2017,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2017-operating_cash_flow_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2017,,2017-01-01,2017-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2017-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2017,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-net_revenue_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,net_revenue_vnd_bn,Net revenue,52629,VND_bn,52629,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-gross_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2018,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-operating_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2018,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-profit_before_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,profit_before_tax_vnd_bn,Profit before tax,12052,VND_bn,12052,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-profit_after_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,profit_after_tax_vnd_bn,Profit after tax,10206,VND_bn,10206,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-total_assets_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,total_assets_vnd_bn,Total assets,37366,VND_bn,37366,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-owners_equity_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2018,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2018-operating_cash_flow_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2018,,2018-01-01,2018-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2018-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2018,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-net_revenue_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,net_revenue_vnd_bn,Net revenue,56400,VND_bn,56400,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-gross_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2019,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-operating_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2019,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-profit_before_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,profit_before_tax_vnd_bn,Profit before tax,12796,VND_bn,12796,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-profit_after_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,profit_after_tax_vnd_bn,Profit after tax,10554,VND_bn,10554,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-total_assets_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,total_assets_vnd_bn,Total assets,44700,VND_bn,44700,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-owners_equity_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2019,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2019-operating_cash_flow_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2019,,2019-01-01,2019-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2019-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2019,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-net_revenue_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,net_revenue_vnd_bn,Net revenue,59723,VND_bn,59723,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-gross_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2020,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-operating_profit_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2020,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-profit_before_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,profit_before_tax_vnd_bn,Profit before tax,13519,VND_bn,13519,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-profit_after_tax_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,profit_after_tax_vnd_bn,Profit after tax,11236,VND_bn,11236,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-total_assets_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,total_assets_vnd_bn,Total assets,48432,VND_bn,48432,reported_value,,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-owners_equity_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,owners_equity_vnd_bn,Owners' equity,,VND_bn,,not_available_in_source,Source layer does not expose Owners' equity for FY2020,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
VNM-2020-operating_cash_flow_vnd_bn,VNM,VNM,Vinamilk,financial_benchmark,FY,2020,,2020-01-01,2020-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2020-12-31,operating_cash_flow_vnd_bn,Operating cash flow,,VND_bn,,not_available_in_source,Source layer does not expose Operating cash flow for FY2020,reported,,VNM_Annual_Report_2020.pdf,https://drive.google.com/file/d/1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw/view,,1jQHfi-BgzC6l2Xk7U_EA4oLXUYaMI8dw,comparable,2015-2020 financial summary table; consolidated VND bn,high,approved,table,2026-08-30T00:00:00Z
QNS-2016-net_revenue_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,net_revenue_vnd_bn,Net revenue,7114,VND_bn,7114,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2016-gross_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,gross_profit_vnd_bn,Gross profit,,VND_bn,,not_available_in_source,Source layer does not expose Gross profit for FY2016,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2016-operating_profit_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,operating_profit_vnd_bn,Operating profit,,VND_bn,,not_available_in_source,Source layer does not expose Operating profit for FY2016,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
QNS-2016-profit_before_tax_vnd_bn,QNS,QNS,Quang Ngai Sugar,input_cost_benchmark,FY,2016,,2016-01-01,2016-12-31,12,consolidated,reported_in_annual_report,VND,bn,VAS,current_authoritative,2016-12-31,profit_before_tax_vnd_bn,Profit before tax,1543,VND_bn,1543,reported_value,,reported,,QNS_Annual_Report_2019.pdf,https://drive.google.com/file/d/1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR/view,,1xtHyX9DdneNTgGGrR4ZxS6M8Q1_t4gWR,partially_comparable,"2014-2019 summary; total revenue, not net revenue",high,approved,table,2026-08-30T00:00:00Z
